Compound,Protein,Neighborhood_1,Tag
Magnesium,PIPOX,1Neigh,1Neigh-Magnesium
Magnesium,SHMT1,1Neigh,1Neigh-Magnesium
Magnesium,GCSH,1Neigh,1Neigh-Magnesium
Magnesium,SHMT2,1Neigh,1Neigh-Magnesium
Magnesium,SDSL,1Neigh,1Neigh-Magnesium
Magnesium,HAO2,1Neigh,1Neigh-Magnesium
Magnesium,MTR,1Neigh,1Neigh-Magnesium
Magnesium,HOGA1,1Neigh,1Neigh-Magnesium
Magnesium,SARDH,1Neigh,1Neigh-Magnesium
Magnesium,GNMT,1Neigh,1Neigh-Magnesium
Magnesium,GLDC,1Neigh,1Neigh-Magnesium
Magnesium,GART,1Neigh,1Neigh-Magnesium
Magnesium,ASNS,1Neigh,1Neigh-Magnesium
Magnesium,ALAS1,1Neigh,1Neigh-Magnesium
Magnesium,ADHFE1,1Neigh,1Neigh-Magnesium
Magnesium,GATM,1Neigh,1Neigh-Magnesium
Magnesium,CBS,1Neigh,1Neigh-Magnesium
Magnesium,PUDP,1Neigh,1Neigh-Magnesium
Magnesium,CD4,1Neigh,1Neigh-Magnesium
Magnesium,IL2RB,1Neigh,1Neigh-Magnesium
Magnesium,IL2,1Neigh,1Neigh-Magnesium
Magnesium,KLRB1,1Neigh,1Neigh-Magnesium
Magnesium,NCR1,1Neigh,1Neigh-Magnesium
Magnesium,LAMP1,1Neigh,1Neigh-Magnesium
Magnesium,PDCD1,1Neigh,1Neigh-Magnesium
Magnesium,KIR2DL1,1Neigh,1Neigh-Magnesium
Magnesium,KLRD1,1Neigh,1Neigh-Magnesium
Magnesium,NCR3,1Neigh,1Neigh-Magnesium
Magnesium,KIR2DL3,1Neigh,1Neigh-Magnesium
Magnesium,ITGAL,1Neigh,1Neigh-Magnesium
Magnesium,CD247,1Neigh,1Neigh-Magnesium
Magnesium,FCGR3A,1Neigh,1Neigh-Magnesium
Magnesium,HLA-E,1Neigh,1Neigh-Magnesium
Magnesium,KLRC2,1Neigh,1Neigh-Magnesium
Magnesium,KIR3DL1,1Neigh,1Neigh-Magnesium
Magnesium,CD8A,1Neigh,1Neigh-Magnesium
Magnesium,PTPRC,1Neigh,1Neigh-Magnesium
Magnesium,CDIPT,1Neigh,1Neigh-Magnesium
Magnesium,LPIN2,1Neigh,1Neigh-Magnesium
Magnesium,PGS1,1Neigh,1Neigh-Magnesium
Magnesium,PLD2,1Neigh,1Neigh-Magnesium
Magnesium,AGPAT5,1Neigh,1Neigh-Magnesium
Magnesium,AGPAT3,1Neigh,1Neigh-Magnesium
