Compound,Protein,Neighborhood_1,Tag
Folic acid,HADHB,1Neigh,Folic acid-1Neigh
Folic acid,ACAA1,1Neigh,Folic acid-1Neigh
Folic acid,POP5,1Neigh,Folic acid-1Neigh
Folic acid,DHX9,1Neigh,Folic acid-1Neigh
Folic acid,ECHS1,1Neigh,Folic acid-1Neigh
Folic acid,AGO3,1Neigh,Folic acid-1Neigh
Folic acid,AGO1,1Neigh,Folic acid-1Neigh
Folic acid,AGO4,1Neigh,Folic acid-1Neigh
Folic acid,RPP40,1Neigh,Folic acid-1Neigh
Folic acid,POP1,1Neigh,Folic acid-1Neigh
Folic acid,RPP30,1Neigh,Folic acid-1Neigh
Folic acid,ERN1,1Neigh,Folic acid-1Neigh
Folic acid,RPP21,1Neigh,Folic acid-1Neigh
Folic acid,RPP14,1Neigh,Folic acid-1Neigh
Folic acid,DROSHA,1Neigh,Folic acid-1Neigh
Folic acid,CLP1,1Neigh,Folic acid-1Neigh
Folic acid,DICER1,1Neigh,Folic acid-1Neigh
Folic acid,PRORP,1Neigh,Folic acid-1Neigh
Folic acid,POP4,1Neigh,Folic acid-1Neigh
Folic acid,GLA,1Neigh,Folic acid-1Neigh
Folic acid,SI,1Neigh,Folic acid-1Neigh
Folic acid,HK2,1Neigh,Folic acid-1Neigh
Folic acid,HK3,1Neigh,Folic acid-1Neigh
Folic acid,AMY1B,1Neigh,Folic acid-1Neigh
Folic acid,HKDC1,1Neigh,Folic acid-1Neigh
Folic acid,AMY2B,1Neigh,Folic acid-1Neigh
Folic acid,MGAM2,1Neigh,Folic acid-1Neigh
Folic acid,MGAM,1Neigh,Folic acid-1Neigh
Folic acid,CYP26B1,1Neigh,Folic acid-1Neigh
Folic acid,ADH1A,1Neigh,Folic acid-1Neigh
Folic acid,CYP3A5,1Neigh,Folic acid-1Neigh
Folic acid,CYP26A1,1Neigh,Folic acid-1Neigh
Folic acid,NANOG,1Neigh,Folic acid-1Neigh
Folic acid,RDH10,1Neigh,Folic acid-1Neigh
Folic acid,ALDH1A2,1Neigh,Folic acid-1Neigh
Folic acid,RDH5,1Neigh,Folic acid-1Neigh
Folic acid,BCO1,1Neigh,Folic acid-1Neigh
Folic acid,POU5F1,1Neigh,Folic acid-1Neigh
Folic acid,CYP2C18,1Neigh,Folic acid-1Neigh
Folic acid,ADH5,1Neigh,Folic acid-1Neigh
Folic acid,CYP2A6,1Neigh,Folic acid-1Neigh
Folic acid,UGT1A6,1Neigh,Folic acid-1Neigh
Folic acid,UGT1A1,1Neigh,Folic acid-1Neigh
Folic acid,ADH1B,1Neigh,Folic acid-1Neigh
Folic acid,CYP2S1,1Neigh,Folic acid-1Neigh
Folic acid,DHRS4,1Neigh,Folic acid-1Neigh
Folic acid,ALDH1A3,1Neigh,Folic acid-1Neigh
Folic acid,CYP3A7,1Neigh,Folic acid-1Neigh
Folic acid,CYP1A2,1Neigh,Folic acid-1Neigh
Folic acid,UGT1A10,1Neigh,Folic acid-1Neigh
Folic acid,UGT1A4,1Neigh,Folic acid-1Neigh
Folic acid,UGT1A7,1Neigh,Folic acid-1Neigh
Folic acid,UGT1A8,1Neigh,Folic acid-1Neigh
Folic acid,AOX1,1Neigh,Folic acid-1Neigh
Folic acid,RDH11,1Neigh,Folic acid-1Neigh
Folic acid,CYP1A1,1Neigh,Folic acid-1Neigh
Folic acid,DHRS9,1Neigh,Folic acid-1Neigh
Folic acid,SDR16C5,1Neigh,Folic acid-1Neigh
Folic acid,HSD17B6,1Neigh,Folic acid-1Neigh
Folic acid,ENSP00000480571,1Neigh,Folic acid-1Neigh
Folic acid,CYP26C1,1Neigh,Folic acid-1Neigh
Folic acid,APEX1,1Neigh,Folic acid-1Neigh
Folic acid,XRCC1,1Neigh,Folic acid-1Neigh
Folic acid,FANCM,1Neigh,Folic acid-1Neigh
Folic acid,ATM,1Neigh,Folic acid-1Neigh
Folic acid,APLF,1Neigh,Folic acid-1Neigh
Folic acid,MUS81,1Neigh,Folic acid-1Neigh
Folic acid,ERCC4,1Neigh,Folic acid-1Neigh
Folic acid,PRKDC,1Neigh,Folic acid-1Neigh
Folic acid,PNKP,1Neigh,Folic acid-1Neigh
Folic acid,TOP1,1Neigh,Folic acid-1Neigh
Folic acid,PARP1,1Neigh,Folic acid-1Neigh
Folic acid,TDP2,1Neigh,Folic acid-1Neigh
Folic acid,XRCC5,1Neigh,Folic acid-1Neigh
Folic acid,HSD11B2,1Neigh,Folic acid-1Neigh
Folic acid,PARP2,1Neigh,Folic acid-1Neigh
Folic acid,LIG1,1Neigh,Folic acid-1Neigh
Folic acid,NEIL2,1Neigh,Folic acid-1Neigh
Folic acid,XPC,1Neigh,Folic acid-1Neigh
Folic acid,WRN,1Neigh,Folic acid-1Neigh
Folic acid,POLE,1Neigh,Folic acid-1Neigh
Folic acid,LIG3,1Neigh,Folic acid-1Neigh
Folic acid,DHDH,1Neigh,Folic acid-1Neigh
Folic acid,GCK,1Neigh,Folic acid-1Neigh
Folic acid,SPR,1Neigh,Folic acid-1Neigh
Folic acid,AKR7A2,1Neigh,Folic acid-1Neigh
Folic acid,TPH1,1Neigh,Folic acid-1Neigh
Folic acid,G6PC,1Neigh,Folic acid-1Neigh
Folic acid,ALDH2,1Neigh,Folic acid-1Neigh
Folic acid,LCT,1Neigh,Folic acid-1Neigh
Folic acid,MGLL,1Neigh,Folic acid-1Neigh
Folic acid,SORD,1Neigh,Folic acid-1Neigh
Folic acid,G6PC3,1Neigh,Folic acid-1Neigh
Folic acid,GALM,1Neigh,Folic acid-1Neigh
Folic acid,PTS,1Neigh,Folic acid-1Neigh
Folic acid,QDPR,1Neigh,Folic acid-1Neigh
Folic acid,CBR1,1Neigh,Folic acid-1Neigh
Folic acid,DCXR,1Neigh,Folic acid-1Neigh
Folic acid,GLB1,1Neigh,Folic acid-1Neigh
Folic acid,TPH2,1Neigh,Folic acid-1Neigh
Folic acid,ALDH3A2,1Neigh,Folic acid-1Neigh
Folic acid,ALDH9A1,1Neigh,Folic acid-1Neigh
Folic acid,GK2,1Neigh,Folic acid-1Neigh
Folic acid,AKR1B10,1Neigh,Folic acid-1Neigh
Folic acid,G6PC2,1Neigh,Folic acid-1Neigh
Folic acid,TH,1Neigh,Folic acid-1Neigh
Folic acid,CDK2,1Neigh,Folic acid-1Neigh
Folic acid,IFNA1,1Neigh,Folic acid-1Neigh
Folic acid,DDB1,1Neigh,Folic acid-1Neigh
Folic acid,RNASEH2C,1Neigh,Folic acid-1Neigh
Folic acid,MX2,1Neigh,Folic acid-1Neigh
Folic acid,OAS2,1Neigh,Folic acid-1Neigh
Folic acid,STAT1,1Neigh,Folic acid-1Neigh
Folic acid,IFIT1,1Neigh,Folic acid-1Neigh
