Compound,Protein,Neighborhood_1,Tag
Immune_system,NR1H4,Target,Target-Immune_system
Immune_system,NOD1,Target,Target-Immune_system
Immune_system,NOD2,Target,Target-Immune_system
Immune_system,SUPT6H,Target,Target-Immune_system
Immune_system,CYRIB,Target,Target-Immune_system
Immune_system,ZIC3,Target,Target-Immune_system
Immune_system,TSHZ3,Target,Target-Immune_system
Immune_system,FCGR3A,Target,Target-Immune_system
Immune_system,FCGR3B,Target,Target-Immune_system
Immune_system,ZNF683,Target,Target-Immune_system
Immune_system,PSMA1,Target,Target-Immune_system
Immune_system,TESPA1,Target,Target-Immune_system
Immune_system,PRKD2,Target,Target-Immune_system
Immune_system,CARD11,Target,Target-Immune_system
Immune_system,ITGAM,Target,Target-Immune_system
Immune_system,PSMB4,Target,Target-Immune_system
Immune_system,MYO18A,Target,Target-Immune_system
Immune_system,MKRN2,Target,Target-Immune_system
Immune_system,NINJ1,Target,Target-Immune_system
Immune_system,DNAJB9,Target,Target-Immune_system
Immune_system,XBP1,Target,Target-Immune_system
Immune_system,CD14,Target,Target-Immune_system
Immune_system,MZB1,Target,Target-Immune_system
Immune_system,LRCH4,Target,Target-Immune_system
Immune_system,ZDHHC5,Target,Target-Immune_system
Immune_system,DUSP4,Target,Target-Immune_system
Immune_system,CPSF4,Target,Target-Immune_system
Immune_system,WDFY1,Target,Target-Immune_system
Immune_system,NPPA,Target,Target-Immune_system
Immune_system,UBD,Target,Target-Immune_system
Immune_system,CIITA,Target,Target-Immune_system
Immune_system,MX2,Target,Target-Immune_system
Immune_system,SLC22A5,Target,Target-Immune_system
Immune_system,DAPK1,Target,Target-Immune_system
Immune_system,RPL13A,Target,Target-Immune_system
Immune_system,EPRS1,Target,Target-Immune_system
Immune_system,CITED1,Target,Target-Immune_system
Immune_system,IKBKE,Target,Target-Immune_system
Immune_system,DAPK3,Target,Target-Immune_system
Immune_system,RPS6KB1,Target,Target-Immune_system
Immune_system,CD74,Target,Target-Immune_system
Immune_system,STAT1,Target,Target-Immune_system
Immune_system,AIF1,Target,Target-Immune_system
Immune_system,BCS1L,Target,Target-Immune_system
Immune_system,STK38,Target,Target-Immune_system
Immune_system,MAP2K5,Target,Target-Immune_system
Immune_system,PADI4,Target,Target-Immune_system
Immune_system,REL,Target,Target-Immune_system
Immune_system,IL17A,Target,Target-Immune_system
Immune_system,IL17F,Target,Target-Immune_system
Immune_system,PLA2G2D,Target,Target-Immune_system
Immune_system,DDX21,Target,Target-Immune_system
Immune_system,DDX56,Target,Target-Immune_system
Immune_system,TICAM1,Target,Target-Immune_system
Immune_system,DHX36,Target,Target-Immune_system
Immune_system,SIRT1,Target,Target-Immune_system
Immune_system,MAVS,Target,Target-Immune_system
Immune_system,SEMA7A,Target,Target-Immune_system
Immune_system,DDX1,Target,Target-Immune_system
Immune_system,GPRC5B,Target,Target-Immune_system
Immune_system,CALHM6,Target,Target-Immune_system
Immune_system,MACIR,Target,Target-Immune_system
Immune_system,CD84,Target,Target-Immune_system
Immune_system,SHPK,Target,Target-Immune_system
Immune_system,ELF4,Target,Target-Immune_system
Immune_system,PHLPP1,Target,Target-Immune_system
Immune_system,GPR137B,Target,Target-Immune_system
Immune_system,FOXP3,Target,Target-Immune_system
Immune_system,PTPRE,Target,Target-Immune_system
Immune_system,LMBR1L,Target,Target-Immune_system
Immune_system,ANXA1,Target,Target-Immune_system
Immune_system,RUNX1,Target,Target-Immune_system
Immune_system,SLC7A2,Target,Target-Immune_system
Immune_system,SCRIB,Target,Target-Immune_system
Immune_system,LY6D,Target,Target-Immune_system
Immune_system,MARCHF8,Target,Target-Immune_system
Immune_system,CSF1R,Target,Target-Immune_system
Immune_system,THEMIS2,Target,Target-Immune_system
Immune_system,SPN,Target,Target-Immune_system
Immune_system,KAT2A,Target,Target-Immune_system
Immune_system,CD9,Target,Target-Immune_system
Immune_system,SLAMF6,Target,Target-Immune_system
Immune_system,ARL8B,Target,Target-Immune_system
Immune_system,STOML2,Target,Target-Immune_system
Immune_system,CD70,Target,Target-Immune_system
Immune_system,MCUB,Target,Target-Immune_system
Immune_system,STK10,Target,Target-Immune_system
Immune_system,CEACAM1,Target,Target-Immune_system
