Prot_A;Prot_B;Renew component
UBA52;H3C11;Choline
UBA52;H3C7;Choline
UBA52;H3-2;Choline
INO80C;C17orf49;Choline
INO80C;TAF1;Choline
INO80C;TAF6;Choline
INO80C;KMT2A;Choline
INO80C;KAT8;Choline
INO80C;CHD8;Choline
INO80C;RUVBL2;Choline
TAF6;H4C12;Choline
TAF6;H4C1;Choline
TAF6;H4C14;Choline
TAF6;H4C4;Choline
TAF6;H4C15;Choline
TAF6;H4C9;Choline
TAF6;H4-16;Choline
TAF6;H4C5;Choline
TAF6;H4C8;Choline
TAF6;H4C13;Choline
TAF6;H2BC11;Choline
TAF6;C17orf49;Choline
TAF6;KAT8;Choline
TAF6;CHD8;Choline
TAF6;RUVBL2;Choline
TAF6;KMT2A;Choline
TAF6;TAF1;Choline
KAT8;C17orf49;Choline
KAT8;CHD8;Choline
KAT8;RUVBL2;Choline
KAT8;TAF1;Choline
KAT8;KMT2A;Choline
TAF1;H4C9;Choline
TAF1;H4C5;Choline
TAF1;H4C8;Choline
TAF1;H4C12;Choline
TAF1;H4C13;Choline
TAF1;H4C1;Choline
TAF1;H4C15;Choline
TAF1;H4C4;Choline
TAF1;H4-16;Choline
TAF1;H4C14;Choline
TAF1;H2BC11;Choline
TAF1;C17orf49;Choline
TAF1;RUVBL2;Choline
KMT2A;UBB;Choline
KMT2A;UBC;Choline
KMT2A;H4C9;Choline
KMT2A;H4-16;Choline
KMT2A;H4C8;Choline
KMT2A;H4C12;Choline
KMT2A;H4C13;Choline
KMT2A;H4C1;Choline
KMT2A;H4C14;Choline
KMT2A;H4C15;Choline
KMT2A;H4C4;Choline
KMT2A;H4C5;Choline
KMT2A;C17orf49;Choline
KMT2A;H2AC15;Choline
KMT2A;H2AC4;Choline
KMT2A;H2AC16;Choline
KMT2A;RUVBL2;Choline
KMT2A;H3C8;Choline
KMT2A;H3C11;Choline
KMT2A;H3C7;Choline
KMT2A;H3C3;Choline
KMT2A;H3C6;Choline
KMT2A;H3C2;Choline
KMT2A;H2BC11;Choline
UBC;H4C15;Choline
UBC;H4C14;Choline
UBC;H4C1;Choline
UBC;H4C13;Choline
UBC;H4C12;Choline
UBC;H4C8;Choline
UBC;H4C5;Choline
UBC;H4-16;Choline
UBC;H4C9;Choline
UBC;H4C4;Choline
UBC;H2AC16;Choline
UBC;H2AC15;Choline
UBC;H2AC4;Choline
UBC;H3C1;Choline
UBC;H3C2;Choline
UBC;H3C7;Choline
UBC;H3C11;Choline
UBC;H3C8;Choline
UBC;H3C6;Choline
UBC;H3C3;Choline
UBC;H3-2;Choline
H4-16;UBB;Choline
H4-16;RUVBL2;Choline
H4-16;H2BC3;Choline
H4-16;H4C9;Choline
H4-16;H4C15;Choline
H4-16;H4C12;Choline
H4-16;H4C14;Choline
H4-16;H4C5;Choline
H4-16;H4C8;Choline
H4-16;H4C13;Choline
H4-16;H4C1;Choline
H4-16;H4C4;Choline
H4-16;H2AC15;Choline
H4-16;H2AC16;Choline
H4-16;H2BC11;Choline
H4-16;H3C6;Choline
H4-16;H3C3;Choline
H4-16;H3C2;Choline
H4-16;H3C1;Choline
H4-16;H3C11;Choline
H4-16;H3C8;Choline
H4-16;H3C7;Choline
H4-16;H2AC4;Choline
C17orf49;CHD8;Choline
C17orf49;RUVBL2;Choline
H4C15;UBB;Choline
H4C15;RUVBL2;Choline
H4C15;H2BC3;Choline
H4C15;H4C9;Choline
H4C15;H4C4;Choline
H4C15;H4C12;Choline
H4C15;H4C13;Choline
H4C15;H4C1;Choline
H4C15;H4C5;Choline
H4C15;H4C8;Choline
H4C15;H4C14;Choline
H4C15;H2AC15;Choline
H4C15;H2AC16;Choline
H4C15;H2BC11;Choline
H4C15;H3C6;Choline
H4C15;H3C3;Choline
H4C15;H3C1;Choline
H4C15;H3C11;Choline
H4C15;H3C7;Choline
H4C15;H3C2;Choline
H4C15;H3C8;Choline
H4C15;H2AC4;Choline
H4C14;UBB;Choline
H4C14;RUVBL2;Choline
H4C14;H4C12;Choline
H4C14;H4C13;Choline
H4C14;H2BC3;Choline
H4C14;H4C9;Choline
H4C14;H4C1;Choline
H4C14;H4C4;Choline
H4C14;H2AC15;Choline
H4C14;H2AC16;Choline
H4C14;H4C5;Choline
H4C14;H3C6;Choline
H4C14;H4C8;Choline
H4C14;H3C3;Choline
H4C14;H2BC11;Choline
H4C14;H3C2;Choline
H4C14;H3C11;Choline
H4C14;H2AC4;Choline
H4C14;H3C8;Choline
H4C14;H3C7;Choline
H4C14;H3C1;Choline
RUVBL2;H2AC4;Choline
RUVBL2;H2BC11;Choline
RUVBL2;H4C12;Choline
RUVBL2;H4C4;Choline
RUVBL2;H4C5;Choline
RUVBL2;H4C1;Choline
RUVBL2;H4C9;Choline
RUVBL2;H4C8;Choline
RUVBL2;H4C13;Choline
RUVBL2;H3C2;Choline
RUVBL2;H3C7;Choline
RUVBL2;H3C8;Choline
RUVBL2;H3C11;Choline
RUVBL2;H3C1;Choline
RUVBL2;H3C3;Choline
RUVBL2;H3C6;Choline
RUVBL2;CHD8;Choline
H2BC11;H3C1;Choline
H2BC11;H3C6;Choline
H2BC11;H3C11;Choline
H2BC11;H3C3;Choline
H2BC11;H3C2;Choline
H2BC11;H3C8;Choline
H2BC11;H3C7;Choline
H2BC11;H2AC16;Choline
H2BC11;H2AC15;Choline
H2BC11;H4C12;Choline
H2BC11;H4C13;Choline
H2BC11;H4C1;Choline
H2BC11;H2AC4;Choline
H2BC11;H4C4;Choline
H2BC11;H4C9;Choline
H2BC11;H4C5;Choline
H2BC11;H4C8;Choline
UBB;H4C5;Choline
UBB;H4C8;Choline
UBB;H4C9;Choline
UBB;H4C4;Choline
UBB;H4C12;Choline
UBB;H4C13;Choline
UBB;H4C1;Choline
UBB;H2AC4;Choline
UBB;H2AC16;Choline
UBB;H2AC15;Choline
UBB;H3C6;Choline
UBB;H3C3;Choline
UBB;H3C2;Choline
UBB;H3C1;Choline
UBB;H3C11;Choline
UBB;H3C8;Choline
UBB;H3C7;Choline
UBB;H3-2;Choline
H4C1;H4C12;Choline
H4C1;H2BC3;Choline
H4C1;H4C9;Choline
H4C1;H4C8;Choline
H4C1;H4C13;Choline
H4C1;H4C5;Choline
H4C1;H2AC15;Choline
H4C1;H4C4;Choline
H4C1;H2AC16;Choline
H4C1;H3C8;Choline
H4C1;H3C11;Choline
H4C1;H3C6;Choline
H4C1;H3C3;Choline
H4C1;H3C2;Choline
H4C1;H3C1;Choline
H4C1;H3C7;Choline
H4C1;H2AC4;Choline
H4C4;H4C12;Choline
H4C4;H2BC3;Choline
H4C4;H4C9;Choline
H4C4;H4C8;Choline
H4C4;H2AC16;Choline
H4C4;H2AC15;Choline
H4C4;H4C13;Choline
H4C4;H4C5;Choline
H4C4;H3C6;Choline
H4C4;H3C3;Choline
H4C4;H3C11;Choline
H4C4;H3C8;Choline
H4C4;H3C1;Choline
H4C4;H3C7;Choline
H4C4;H3C2;Choline
H4C4;H2AC4;Choline
H4C12;H2BC3;Choline
H4C12;H4C9;Choline
H4C12;H4C8;Choline
H4C12;H4C5;Choline
H4C12;H4C13;Choline
H4C12;H2AC15;Choline
H4C12;H2AC16;Choline
H4C12;H3C6;Choline
H4C12;H3C3;Choline
H4C12;H3C7;Choline
H4C12;H3C11;Choline
H4C12;H3C8;Choline
H4C12;H3C1;Choline
H4C12;H3C2;Choline
H4C12;H2AC4;Choline
H3C1;H2BC3;Choline
H3C1;H4C9;Choline
H3C1;H4C8;Choline
H3C1;H2AC4;Choline
H3C1;H4C13;Choline
H3C1;H4C5;Choline
H4C13;H4C8;Choline
H4C13;H4C5;Choline
H4C13;H2AC15;Choline
H4C13;H2BC3;Choline
H4C13;H2AC16;Choline
H4C13;H4C9;Choline
H4C13;H3C6;Choline
H4C13;H3C3;Choline
H4C13;H3C8;Choline
H4C13;H3C7;Choline
H4C13;H3C2;Choline
H4C13;H3C11;Choline
H4C13;H2AC4;Choline
H4C9;H4C8;Choline
H4C9;H2BC3;Choline
H4C9;H4C5;Choline
H4C9;H2AC16;Choline
H4C9;H2AC15;Choline
H4C9;H3C6;Choline
H4C9;H3C3;Choline
H4C9;H3C7;Choline
H4C9;H3C11;Choline
H4C9;H3C8;Choline
H4C9;H3C2;Choline
H4C9;H2AC4;Choline
H2AC15;H2AC16;Choline
H2AC15;H2AC4;Choline
H2AC15;H4C8;Choline
H2AC15;H4C5;Choline
H2AC16;H2AC4;Choline
H2AC16;H4C8;Choline
H2AC16;H4C5;Choline
H2BC3;H3C6;Choline
H2BC3;H3C11;Choline
H2BC3;H3C7;Choline
H2BC3;H3C8;Choline
H2BC3;H3C3;Choline
H2BC3;H3C2;Choline
H2BC3;H4C8;Choline
H2BC3;H4C5;Choline
H2BC3;H2AC4;Choline
H3C11;H2AC4;Choline
H3C11;H4C8;Choline
H3C11;H4C5;Choline
H2AC4;H3C8;Choline
H2AC4;H3C6;Choline
H2AC4;H3C7;Choline
H2AC4;H3C2;Choline
H2AC4;H3C3;Choline
H2AC4;H4C8;Choline
H2AC4;H4C5;Choline
H3C7;H4C8;Choline
H3C7;H4C5;Choline
H3C8;H4C8;Choline
H3C8;H4C5;Choline
H3C3;H4C8;Choline
H3C3;H4C5;Choline
H4C5;H3C6;Choline
H4C5;H4C8;Choline
H4C5;H3C2;Choline
H3C2;H4C8;Choline
H4C8;H3C6;Choline
KAT7;KAT6B;Choline
KAT7;KAT6A;Choline
KAT7;BRPF1;Choline
KAT7;BRPF3;Choline
KAT7;MEAF6;Choline
KAT7;ING5;Choline
KAT7;BRD1;Choline
KAT7;ING4;Choline
KAT6A;BRPF3;Choline
KAT6A;BRD1;Choline
KAT6A;MEAF6;Choline
KAT6A;KAT6B;Choline
KAT6A;BRPF1;Choline
KAT6A;ING5;Choline
KAT6B;H3C2;Choline
KAT6B;H3C10;Choline
KAT6B;H3C4;Choline
KAT6B;H3C1;Choline
KAT6B;H3C8;Choline
KAT6B;H3C11;Choline
KAT6B;H3C15;Choline
KAT6B;H3C7;Choline
KAT6B;H3C14;Choline
KAT6B;H3C6;Choline
KAT6B;H3C3;Choline
KAT6B;H3-2;Choline
KAT6B;H3-4;Choline
KAT6B;H3C13;Choline
KAT6B;H3C12;Choline
KAT6B;BRPF3;Choline
KAT6B;BRD1;Choline
KAT6B;MEAF6;Choline
KAT6B;ING5;Choline
KAT6B;BRPF1;Choline
H3C13;ING4;Choline
H3C13;BRPF1;Choline
BRPF3;BRPF1;Choline
BRPF3;BRD1;Choline
BRPF3;ING5;Choline
BRPF3;MEAF6;Choline
H3C12;BRPF1;Choline
H3C12;ING4;Choline
H3-4;BRPF1;Choline
H3-4;ING4;Choline
H3C14;ING4;Choline
H3C14;BRPF1;Choline
H3C10;BRPF1;Choline
H3C10;ING4;Choline
MEAF6;BRD1;Choline
MEAF6;ING4;Choline
MEAF6;BRPF1;Choline
MEAF6;ING5;Choline
H3C4;BRPF1;Choline
H3C4;ING4;Choline
BRPF1;H3C2;Choline
BRPF1;H3C7;Choline
BRPF1;H3C11;Choline
BRPF1;H3C8;Choline
BRPF1;H3C6;Choline
BRPF1;H3C3;Choline
BRPF1;H3C15;Choline
BRPF1;BRD1;Choline
BRPF1;H3C1;Choline
BRPF1;H3-2;Choline
BRPF1;ING5;Choline
ING4;H3C3;Choline
ING4;H3C6;Choline
ING4;H3C7;Choline
ING4;H3C8;Choline
ING4;H3C11;Choline
ING4;H3C15;Choline
ING4;H3C2;Choline
ING4;ING5;Choline
ING4;H3-2;Choline
ING4;BRD1;Choline
ING4;H3C1;Choline
BRD1;ING5;Choline
CDC6;CDKN1A;Choline
CDC6;CCNA1;Choline
CDC6;MCM5;Choline
CDC6;MCM4;Choline
CDC6;ORC1;Choline
CDC6;MCM7;Choline
CDC6;MCM3;Choline
CDC6;MCM2;Choline
CDC6;CDT1;Choline
CDC6;ORC2;Choline
MCM5;RBX1;Choline
MCM5;CLSPN;Choline
MCM5;DBF4;Choline
MCM5;MCM10;Choline
MCM5;ORC1;Choline
MCM5;MCM4;Choline
MCM5;MCM7;Choline
MCM5;CDC7;Choline
MCM5;CDT1;Choline
MCM5;ORC2;Choline
MCM5;MCM6;Choline
MCM5;MCM2;Choline
MCM5;MCM3;Choline
MCM5;CDC45;Choline
RBX1;MCM2;Choline
RBX1;MCM6;Choline
RBX1;CLSPN;Choline
RBX1;MCM4;Choline
RBX1;CDC45;Choline
RBX1;MCM3;Choline
RBX1;UBE2L5;Choline
RBX1;MCM7;Choline
RBX1;CDKN1C;Choline
RBX1;CCNE2;Choline
RBX1;CKS2;Choline
RBX1;CCNA2;Choline
RBX1;POLR2A;Choline
RBX1;CDKN1A;Choline
RBX1;UBA52;Choline
RBX1;UBB;Choline
RBX1;RPS27A;Choline
RBX1;UBC;Choline
RBX1;HIF1A;Choline
RBX1;COPS5;Choline
RBX1;ARIH1;Choline
RBX1;CKS1B;Choline
RBX1;CDKN1B;Choline
RBX1;SKP2;Choline
RBX1;NEDD8;Choline
MYBL2;NPM1;Choline
MYBL2;CCNA1;Choline
MYBL2;LIN9;Choline
MYBL2;LIN37;Choline
CCND1;MCM10;Choline
CCND1;RBL1;Choline
CCND1;CDKN2D;Choline
CCND1;RBL2;Choline
CCND1;CDC25A;Choline
CCND1;CDKN2B;Choline
CCND1;CREBBP;Choline
CCND1;PCNA;Choline
CCND1;CDKN1C;Choline
CCND1;CDK1;Choline
CCND1;CDK6;Choline
CDKN1B;UBE2L5;Choline
CDKN1B;NEDD8;Choline
CDKN1B;CDK3;Choline
CDKN1B;SFN;Choline
CDKN1B;CDKN1C;Choline
CDKN1B;UBA52;Choline
CDKN1B;ARIH1;Choline
CDKN1B;UBB;Choline
CDKN1B;RPS27A;Choline
CDKN1B;UBC;Choline
CDKN1B;SPDYA;Choline
CDKN1B;COPS5;Choline
CDKN1B;SKP1;Choline
CDKN1B;CUL1;Choline
CDKN1B;CKS1B;Choline
CDKN1B;CDK6;Choline
CDKN1B;CCND3;Choline
CDKN1B;CCNE1;Choline
CDKN1B;SKP2;Choline
CDKN1B;CCNA1;Choline
GMNN;CDK3;Choline
GMNN;CDT1;Choline
SKP1;UBE2L5;Choline
SKP1;CDC25A;Choline
SKP1;ARIH1;Choline
SKP1;CCNE2;Choline
SKP1;CDKN1C;Choline
SKP1;UBA52;Choline
SKP1;UBB;Choline
SKP1;RPS27A;Choline
SKP1;CKS2;Choline
SKP1;UBC;Choline
SKP1;CDKN1A;Choline
SKP1;NEDD8;Choline
SKP1;CCNA2;Choline
SKP1;SKP2;Choline
SKP1;CCNF;Choline
SKP1;CKS1B;Choline
MLH1;TP53;Choline
MLH1;BRCA1;Choline
MLH1;EXO1;Choline
ORC2;CDC25C;Choline
ORC2;CDC25A;Choline
ORC2;CDC25B;Choline
ORC2;CDK2;Choline
ORC2;MCM6;Choline
ORC2;MCM4;Choline
ORC2;MCM10;Choline
ORC2;MCM7;Choline
ORC2;DBF4;Choline
ORC2;MCM3;Choline
ORC2;ORC1;Choline
ORC2;MCM2;Choline
ORC2;CDT1;Choline
H4C6;RCC1;Choline
H4C6;MCM6;Choline
H4C6;CCNH;Choline
H4C6;MCM4;Choline
H4C6;H1-0;Choline
H4C6;NPM1;Choline
H4C6;BARD1;Choline
H4C6;MCM2;Choline
H1-1;CCNB1;Choline
H1-1;CDK4;Choline
H1-1;CCNA2;Choline
H1-1;CCNE1;Choline
H1-1;CDK1;Choline
H1-1;CDK2;Choline
CDC25B;CDK5R1;Choline
CDC25B;CDK5;Choline
CDC25B;CDC25C;Choline
CDC25B;CDC25A;Choline
CDC25B;PLK1;Choline
CDC25B;CHEK1;Choline
CDC25B;CDK2;Choline
CDC25B;CDK1;Choline
NEDD8;CCNA2;Choline
NEDD8;UBE2L5;Choline
NEDD8;CKS1B;Choline
NEDD8;CDK2;Choline
NEDD8;UBC;Choline
NEDD8;UBB;Choline
NEDD8;SKP2;Choline
NEDD8;RPS27A;Choline
NEDD8;ARIH1;Choline
NEDD8;UBA52;Choline
NEDD8;COPS5;Choline
NEDD8;CUL1;Choline
RPA1;XRCC6;Choline
RPA1;MCM3;Choline
RPA1;MRE11;Choline
RPA1;MCM2;Choline
RPA1;PRIM2;Choline
RPA1;BRCA1;Choline
RPA1;POLA1;Choline
RPA1;PCNA;Choline
RPA1;ATR;Choline
RPA1;RAD51;Choline
RPA1;CLSPN;Choline
RPA1;RPA2;Choline
RPA1;TP53;Choline
RPA1;ATRIP;Choline
CCNA1;MCM4;Choline
CCNA1;E2F3;Choline
CCNA1;E2F2;Choline
CCNA1;FZR1;Choline
CCNA1;CCNA2;Choline
CCNA1;CDKN1C;Choline
CCNA1;RB1;Choline
CCNA1;CDKN1A;Choline
CCNA1;SKP2;Choline
CCNA1;CDK2;Choline
CCNA1;CDK1;Choline
CCNA1;E2F1;Choline
CCNB1;CDK5;Choline
CCNB1;ANAPC13;Choline
CCNB1;CDK3;Choline
CCNB1;ANAPC1;Choline
CCNB1;CCNB3;Choline
CCNB1;ANAPC2;Choline
CCNB1;ANAPC5;Choline
CCNB1;SFN;Choline
CCNB1;CDC23;Choline
CCNB1;CDC16;Choline
CCNB1;CDKN1A;Choline
CCNB1;WEE1;Choline
CCNB1;CKS1B;Choline
CCNB1;ANAPC10;Choline
CDK7;PCNA;Choline
CDK7;CDK1;Choline
CDK7;CDK2;Choline
CDK7;CCNH;Choline
CABLES1;CDK2;Choline
CABLES1;WEE1;Choline
CABLES1;CDK5;Choline
CDK4;CDC7;Choline
CDK4;RBL1;Choline
CDK4;BRCA2;Choline
CDK4;RBL2;Choline
CDK4;CEBPA;Choline
CDK4;CDKN1C;Choline
CDK4;PCNA;Choline
CDK4;CDKN2D;Choline
CDK4;CDK6;Choline
CDK4;CDKN2B;Choline
MDM2;ESR1;Choline
MDM2;SFN;Choline
SPDYE1;CDC25C;Choline
SPDYE1;CDK2;Choline
SPDYE1;CDK1;Choline
KIF11;ATR;Choline
BARD1;ANAPC13;Choline
BARD1;ANAPC10;Choline
BARD1;ANAPC1;Choline
BARD1;CDC23;Choline
BARD1;CDC27;Choline
BARD1;ANAPC5;Choline
BARD1;ANAPC2;Choline
BARD1;ANAPC4;Choline
BARD1;CDC16;Choline
BARD1;UBE2C;Choline
BARD1;RPS27A;Choline
BARD1;UBA52;Choline
BARD1;UBB;Choline
BARD1;UBC;Choline
BARD1;H2BC21;Choline
BARD1;TP53;Choline
BARD1;NBN;Choline
BARD1;RAD51;Choline
BARD1;RBBP8;Choline
BARD1;BRCA2;Choline
BARD1;MRE11;Choline
BARD1;BRCA1;Choline
CCND2;RBL1;Choline
CCND2;CDC25A;Choline
CCND2;CDKN2B;Choline
CCND2;CDKN2D;Choline
CCND2;PCNA;Choline
CCND2;RBL2;Choline
CCND2;CDKN1C;Choline
CCND2;CDK6;Choline
ANAPC5;BRCA2;Choline
ANAPC5;RAD51;Choline
ANAPC5;BUB1;Choline
ANAPC5;UBC;Choline
ANAPC5;BRCA1;Choline
ANAPC5;UBB;Choline
ANAPC5;CCNB2;Choline
ANAPC5;CCNA2;Choline
ANAPC5;MAD2L1;Choline
ANAPC5;UBE2C;Choline
ANAPC5;FZR1;Choline
ANAPC5;ANAPC10;Choline
ANAPC5;ANAPC1;Choline
ANAPC5;CDC27;Choline
ANAPC5;ANAPC4;Choline
ANAPC5;CDC20;Choline
ANAPC5;ANAPC13;Choline
ANAPC5;CDC16;Choline
ANAPC5;ANAPC2;Choline
ANAPC5;CDC23;Choline
CCNT1;CCNH;Choline
MCM4;CLSPN;Choline
MCM4;ORC1;Choline
MCM4;MCM10;Choline
MCM4;DBF4;Choline
MCM4;MCM2;Choline
MCM4;MCM6;Choline
MCM4;CDT1;Choline
MCM4;CDC45;Choline
MCM4;MCM3;Choline
MCM4;CDC7;Choline
MCM4;MCM7;Choline
RBL2;RBBP8;Choline
RBL2;RB1;Choline
RBL2;CCNA2;Choline
RBL2;CCNE2;Choline
RBL2;RBL1;Choline
RBL2;CDK6;Choline
RBL2;TFDP1;Choline
RBL2;TFDP2;Choline
RBL2;E2F3;Choline
RBL2;LIN37;Choline
RBL2;E2F2;Choline
RBL2;LIN9;Choline
RBL2;CCNE1;Choline
RBL2;E2F1;Choline
RBL2;CCND3;Choline
RBL2;CDK2;Choline
RBL2;E2F5;Choline
RBL2;E2F4;Choline
CREBBP;CCND3;Choline
CREBBP;CDK2;Choline
CREBBP;BRCA1;Choline
CCNE1;H1-5;Choline
CCNE1;CKS2;Choline
CCNE1;CDK5;Choline
CCNE1;PCNA;Choline
CCNE1;CKS1B;Choline
CCNE1;CDK3;Choline
CCNE1;CCNE2;Choline
CCNE1;RBL1;Choline
CCNE1;CDK1;Choline
CCNE1;CDKN1C;Choline
CCNE1;SKP2;Choline
CCNE1;CDC25A;Choline
CCNE1;RB1;Choline
CCNE1;CDK6;Choline
CCNE1;CDKN1A;Choline
E2F3;E2F2;Choline
E2F3;CCNA2;Choline
E2F3;CDK2;Choline
E2F3;TFDP2;Choline
E2F3;E2F1;Choline
E2F3;RBL1;Choline
E2F3;TFDP1;Choline
E2F3;RB1;Choline
EP300;CDC25A;Choline
EP300;PCNA;Choline
EP300;FOXM1;Choline
MCM6;CLSPN;Choline
MCM6;DBF4;Choline
MCM6;ORC1;Choline
MCM6;MCM10;Choline
MCM6;CDC7;Choline
MCM6;MCM7;Choline
MCM6;MCM3;Choline
MCM6;CDT1;Choline
MCM6;MCM2;Choline
MCM2;CDKN2A;Choline
MCM2;CLSPN;Choline
MCM2;DBF4;Choline
MCM2;MCM10;Choline
MCM2;ORC1;Choline
MCM2;CDT1;Choline
MCM2;CDC45;Choline
MCM2;MCM3;Choline
MCM2;MCM7;Choline
MCM2;CDC7;Choline
NBN;ATR;Choline
NBN;H2AX;Choline
NBN;BRCA1;Choline
NBN;MDC1;Choline
NBN;RBBP8;Choline
NBN;ATM;Choline
NBN;MRE11;Choline
DBF4;MCM7;Choline
DBF4;MCM3;Choline
DBF4;CDC7;Choline
CDK6;MCM10;Choline
CDK6;RBL1;Choline
CDK6;CCNE2;Choline
CDK6;PCNA;Choline
CDK6;CDC25A;Choline
CDK6;CDKN1C;Choline
CDK6;RB1;Choline
CDK6;CDK2;Choline
CDK6;CCND3;Choline
CDK6;CDKN1A;Choline
CDK6;CDKN2B;Choline
CDK6;CDKN2D;Choline
CDK6;CCNA2;Choline
CDK6;CDKN2A;Choline
CDK2;ARIH1;Choline
CDK2;UBE2L5;Choline
CDK2;SPDYE16;Choline
CDK2;SPDYE6;Choline
CDK2;SPDYE2;Choline
CDK2;SPDYE2B;Choline
CDK2;SPDYE5;Choline
CDK2;SPDYE3;Choline
CDK2;UBA52;Choline
CDK2;SPDYE11;Choline
CDK2;UBB;Choline
CDK2;UBC;Choline
CDK2;SPDYE4;Choline
CDK2;RPS27A;Choline
CDK2;SPDYC;Choline
CDK2;H1-5;Choline
CDK2;FOXO4;Choline
CDK2;CDK3;Choline
CDK2;PCNA;Choline
CDK2;SUN1;Choline
CDK2;E2F2;Choline
CDK2;ATM;Choline
CDK2;MCM3;Choline
CDK2;H1-0;Choline
CDK2;CDT1;Choline
CDK2;WEE1;Choline
CDK2;CEBPA;Choline
CDK2;RBL1;Choline
CDK2;E2F1;Choline
CDK2;CCNH;Choline
CDK2;CDKN1C;Choline
CDK2;SKP2;Choline
CDK2;CKS1B;Choline
CDK2;CDKN1A;Choline
CDK2;SPDYA;Choline
RB1;RBBP8;Choline
RB1;MCM7;Choline
RB1;FZR1;Choline
RB1;RBL1;Choline
RB1;TP53BP1;Choline
RB1;CCNE2;Choline
RB1;SKP2;Choline
RB1;TFDP2;Choline
RB1;CCND3;Choline
RB1;E2F5;Choline
RB1;CDK1;Choline
RB1;CCNA2;Choline
RB1;E2F1;Choline
RB1;E2F2;Choline
RB1;E2F4;Choline
RB1;TFDP1;Choline
TP53;PCNA;Choline
TP53;COPS5;Choline
TP53;ATR;Choline
TP53;CCNG1;Choline
TP53;SFN;Choline
RPS27A;MYC;Choline
RPS27A;CCNA2;Choline
RPS27A;CKS1B;Choline
RPS27A;SKP2;Choline
RPS27A;UBE2L5;Choline
RPS27A;ARIH1;Choline
RPS27A;ANAPC2;Choline
RPS27A;TP53BP1;Choline
RPS27A;CUL1;Choline
RPS27A;PCNA;Choline
SKP2;UBE2L5;Choline
SKP2;ARIH1;Choline
SKP2;CDK3;Choline
SKP2;UBA52;Choline
SKP2;UBC;Choline
SKP2;UBB;Choline
SKP2;FOXO1;Choline
SKP2;CDK1;Choline
SKP2;E2F1;Choline
SKP2;CCNE2;Choline
SKP2;FZR1;Choline
SKP2;CDKN1C;Choline
SKP2;MYC;Choline
SKP2;CDT1;Choline
SKP2;CKS2;Choline
SKP2;CDKN1A;Choline
SKP2;CDC20;Choline
SKP2;CCNA2;Choline
SKP2;CKS1B;Choline
SKP2;CUL1;Choline
CDKN2B;CCND3;Choline
CDKN2B;CDKN2A;Choline
CDKN2B;MYC;Choline
ATM;CASP8;Choline
ATM;BRCA2;Choline
ATM;H2AX;Choline
ATM;CHEK1;Choline
ATM;MDC1;Choline
ATM;ATR;Choline
ATM;TP53BP1;Choline
CCNB2;ANAPC13;Choline
CCNB2;SFN;Choline
CCNB2;ANAPC2;Choline
CCNB2;ANAPC10;Choline
CCNB2;CDKN1A;Choline
CCNB2;CCNB3;Choline
CCNB2;CDC16;Choline
CCNB2;CKS1B;Choline
CCNB2;ANAPC1;Choline
CCNB2;CDC23;Choline
MAD2L1;ANAPC13;Choline
MAD2L1;ANAPC2;Choline
MAD2L1;ANAPC1;Choline
MAD2L1;CDC23;Choline
MAD2L1;CDC16;Choline
MAD2L1;ANAPC10;Choline
PLK1;TP53BP1;Choline
PLK1;HSP90AA1;Choline
PLK1;CCNB3;Choline
PLK1;WEE1;Choline
PLK1;BRCA2;Choline
CDT1;CKS2;Choline
CDT1;CKS1B;Choline
CDT1;CDK3;Choline
CDT1;CDK1;Choline
CDT1;CCNA2;Choline
CDT1;PCNA;Choline
CDT1;ORC1;Choline
CDT1;MCM7;Choline
CDT1;MCM3;Choline
LIN37;RBL1;Choline
LIN37;TFDP2;Choline
LIN37;E2F4;Choline
LIN37;LIN9;Choline
BUB1;ANAPC10;Choline
BUB1;ANAPC2;Choline
BUB1;ANAPC1;Choline
BUB1;CDC16;Choline
BUB1;CDC23;Choline
CDC25A;CDK5R1;Choline
CDC25A;CDK5;Choline
CDC25A;CUL1;Choline
CDC25A;CCNB3;Choline
CDC25A;CCND3;Choline
FEN1;MRE11;Choline
FEN1;PCNA;Choline
MCM7;CLSPN;Choline
MCM7;PCNA;Choline
MCM7;ORC1;Choline
MCM7;CDC45;Choline
MCM7;MCM3;Choline
MCM7;CDC7;Choline
MCM7;MCM10;Choline
CASP3;PARP1;Choline
CKS1B;UBE2L5;Choline
CKS1B;ARIH1;Choline
CKS1B;UBA52;Choline
CKS1B;UBB;Choline
CKS1B;UBC;Choline
CKS1B;CCNE2;Choline
CKS1B;CDKN1A;Choline
CKS1B;CDK3;Choline
CKS1B;CDC20;Choline
CKS1B;CKS2;Choline
CKS1B;CUL1;Choline
CKS1B;CDK1;Choline
CKS1B;CCNA2;Choline
CLSPN;MCM3;Choline
CLSPN;CDC45;Choline
CLSPN;RPA2;Choline
CLSPN;CHEK1;Choline
ANAPC2;RAD51;Choline
ANAPC2;BRCA2;Choline
ANAPC2;BRCA1;Choline
ANAPC2;CCNA2;Choline
ANAPC2;UBB;Choline
ANAPC2;UBA52;Choline
ANAPC2;UBC;Choline
ANAPC2;ANAPC13;Choline
ANAPC2;UBE2C;Choline
ANAPC2;CDC16;Choline
ANAPC2;CDC20;Choline
ANAPC2;ANAPC4;Choline
ANAPC2;CDC23;Choline
ANAPC2;CDC27;Choline
ANAPC2;FZR1;Choline
