Prot_A;Prot_B;Condition
TTC5;RPL39;cell_growth
TTC5;RPL17;cell_growth
TTC5;RPL8;cell_growth
TTC5;RPL12;cell_growth
TTC5;RPL3;cell_growth
TTC5;RPL4;cell_growth
TTC5;RPL23;cell_growth
TTC5;RPL5;cell_growth
TTC5;RPL13A;cell_growth
TTC5;RPL11;cell_growth
TTC5;RPL23A;cell_growth
TTC5;RPL9;cell_growth
TTC5;RPLP0;cell_growth
TTC5;TUBB;cell_growth
PSMB7;PSME1;cell_growth
RPL35;LTN1;cell_growth
RPL35;TUBB;cell_growth
RPL35;SRP72;cell_growth
RPL35;NEMF;cell_growth
PSMA6;PSME1;cell_growth
PSMB1;PSME1;cell_growth
RPL8;STT3B;cell_growth
RPL8;STT3A;cell_growth
RPL8;LTN1;cell_growth
RPL8;TUBB;cell_growth
RPL8;SRP72;cell_growth
RPL8;NEMF;cell_growth
SRP14;SRP72;cell_growth
NCOR1;TAB2;cell_growth
PSMB6;PSME1;cell_growth
PSMA5;PSME1;cell_growth
RPL37;STT3A;cell_growth
RPL37;STT3B;cell_growth
RPL37;NEMF;cell_growth
RPL37;TUBB;cell_growth
RPL37;LTN1;cell_growth
RPL37;SRP72;cell_growth
PSMB4;PSME1;cell_growth
RPL29;TUBB;cell_growth
RPL29;LTN1;cell_growth
RPL29;NEMF;cell_growth
RPL29;SRP72;cell_growth
STT3B;RPL11;cell_growth
STT3B;RPL23A;cell_growth
STT3B;RPL13;cell_growth
STT3B;UBA52;cell_growth
STT3B;RPL38;cell_growth
STT3B;RPL37A;cell_growth
STT3B;RPL35A;cell_growth
STT3B;RPL28;cell_growth
STT3B;RPL34;cell_growth
STT3B;RPL27;cell_growth
STT3B;RPL7A;cell_growth
STT3B;RPL30;cell_growth
STT3B;RPL14;cell_growth
STT3B;RPL12;cell_growth
STT3B;RPL23;cell_growth
STT3B;RPL36;cell_growth
STT3B;RPL6;cell_growth
STT3B;RPL24;cell_growth
STT3B;RPL21;cell_growth
STT3B;RPL15;cell_growth
STT3B;RPL32;cell_growth
STT3B;RPL4;cell_growth
STT3B;RPL9;cell_growth
STT3B;RPL27A;cell_growth
STT3B;RPL18;cell_growth
STT3B;RPL5;cell_growth
STT3B;RPLP0;cell_growth
STT3B;RPL31;cell_growth
RPL10L;LTN1;cell_growth
RPL10L;NEMF;cell_growth
NEMF;RPL39;cell_growth
NEMF;RPL32;cell_growth
NEMF;RPL28;cell_growth
NEMF;RPL15;cell_growth
NEMF;RPL13;cell_growth
NEMF;RPL37A;cell_growth
NEMF;RPL24;cell_growth
NEMF;RPL21;cell_growth
NEMF;RPL38;cell_growth
NEMF;RPL18;cell_growth
NEMF;RPL14;cell_growth
NEMF;RPL35A;cell_growth
NEMF;RPL34;cell_growth
NEMF;RPL6;cell_growth
NEMF;RPL36A;cell_growth
NEMF;RPL27;cell_growth
NEMF;RPL36;cell_growth
NEMF;RPL31;cell_growth
NEMF;RPL7A;cell_growth
NEMF;RPL30;cell_growth
NEMF;RPL22;cell_growth
NEMF;RPL27A;cell_growth
NEMF;RPL7;cell_growth
NEMF;RPL4;cell_growth
NEMF;RPL17;cell_growth
NEMF;RPL3;cell_growth
NEMF;RPL26;cell_growth
NEMF;RPLP0;cell_growth
NEMF;RPL12;cell_growth
NEMF;RPL13A;cell_growth
NEMF;RPL9;cell_growth
NEMF;RPL23A;cell_growth
NEMF;RPL23;cell_growth
NEMF;RPL5;cell_growth
NEMF;RPL11;cell_growth
TAF10;MED1;cell_growth
TAF10;H4C1;cell_growth
TAF10;POLR2K;cell_growth
TAF10;POLR2F;cell_growth
TAF10;H3C13;cell_growth
TAF10;POLR2L;cell_growth
TAF10;POLR2E;cell_growth
TAF10;H2BC11;cell_growth
MED1;POLR2K;cell_growth
MED1;POLR2E;cell_growth
RPL13;STT3A;cell_growth
RPL13;LTN1;cell_growth
RPL13;SRP72;cell_growth
RPL15;LTN1;cell_growth
RPL15;TUBB;cell_growth
RPL15;STT3A;cell_growth
RPL15;SRP72;cell_growth
RPL38;STT3A;cell_growth
RPL38;LTN1;cell_growth
RPL38;TUBB;cell_growth
RPL38;SRP72;cell_growth
RPL4;STT3A;cell_growth
RPL4;LTN1;cell_growth
RPL4;SRP72;cell_growth
SRP68;SRP72;cell_growth
TRAF7;UBA52;cell_growth
POLR2L;H2AC11;cell_growth
POLR2L;H2AC4;cell_growth
POLR2L;H4C1;cell_growth
POLR2L;H2BC11;cell_growth
POLR2L;H2AC6;cell_growth
POLR2L;H3C13;cell_growth
POLR2L;ERCC6;cell_growth
POLR2L;POLR2K;cell_growth
POLR2L;POLR2E;cell_growth
H3C13;POLR2K;cell_growth
H3C13;POLR2E;cell_growth
H3C13;POLR2F;cell_growth
UBA1;UBE2W;cell_growth
TUBB;RPL39;cell_growth
TUBB;RPL34;cell_growth
TUBB;RPL31;cell_growth
TUBB;RPL24;cell_growth
TUBB;RPL36;cell_growth
TUBB;RPL21;cell_growth
TUBB;RPL26;cell_growth
TUBB;RPL11;cell_growth
TUBB;RPL22;cell_growth
TUBB;RPL36A;cell_growth
TUBB;NACA;cell_growth
TUBB;RPL17;cell_growth
TUBB;RPL35A;cell_growth
TUBB;RPL28;cell_growth
TUBB;RPL10;cell_growth
TUBB;RPL32;cell_growth
TUBB;RPL37A;cell_growth
TUBB;RPL18;cell_growth
TUBB;RPL23;cell_growth
TUBB;RPL23A;cell_growth
TUBB;RPL27A;cell_growth
TUBB;RPL7;cell_growth
TUBB;RPL14;cell_growth
TUBB;RPL30;cell_growth
RPL7;LTN1;cell_growth
RPL7;SRP72;cell_growth
POLR2K;H2AC11;cell_growth
POLR2K;H2AC4;cell_growth
POLR2K;H4C1;cell_growth
POLR2K;H2BC11;cell_growth
POLR2K;H2AC6;cell_growth
POLR2K;ERCC6;cell_growth
POLR2K;POLR2E;cell_growth
POLR2K;POLR2F;cell_growth
RPL3;LTN1;cell_growth
RPL3;SRP72;cell_growth
RPL27A;STT3A;cell_growth
RPL27A;LTN1;cell_growth
RPL27A;SRP72;cell_growth
RPL21;LTN1;cell_growth
RPL21;SRP72;cell_growth
RPL21;STT3A;cell_growth
RPL22;LTN1;cell_growth
RPL22;SRP72;cell_growth
ERCC6;POLR2E;cell_growth
ERCC6;POLR2F;cell_growth
COPS5;FAU;cell_growth
H2AC11;POLR2E;cell_growth
H2AC11;POLR2F;cell_growth
RPL12;STT3A;cell_growth
RPL12;LTN1;cell_growth
RPL39;LTN1;cell_growth
RPL39;SRP72;cell_growth
PSMB5;PSME1;cell_growth
RPL5;STT3A;cell_growth
RPL5;LTN1;cell_growth
RPL5;SRP72;cell_growth
PSMA7;PSME1;cell_growth
RPL7A;STT3A;cell_growth
RPL7A;LTN1;cell_growth
RPL7A;SRP72;cell_growth
PSMB2;PSME1;cell_growth
H2AC6;POLR2F;cell_growth
H2AC6;POLR2E;cell_growth
PSME1;PSMD14;cell_growth
PSME1;PSMB3;cell_growth
PSME1;PSMA1;cell_growth
RPL13A;LTN1;cell_growth
RPL13A;SRP72;cell_growth
STT3A;RPL23A;cell_growth
STT3A;UBA52;cell_growth
STT3A;RPL34;cell_growth
STT3A;RPL37A;cell_growth
STT3A;RPL30;cell_growth
STT3A;RPL24;cell_growth
STT3A;RPL32;cell_growth
STT3A;RPL27;cell_growth
STT3A;RPL28;cell_growth
STT3A;RPL6;cell_growth
STT3A;RPL35A;cell_growth
STT3A;RPL9;cell_growth
STT3A;RPL36;cell_growth
STT3A;RPL14;cell_growth
STT3A;RPL23;cell_growth
STT3A;RPLP0;cell_growth
STT3A;RPL18;cell_growth
STT3A;RPL31;cell_growth
STT3A;RPL11;cell_growth
RPL24;LTN1;cell_growth
RPL24;SRP72;cell_growth
RPL34;LTN1;cell_growth
RPL34;SRP72;cell_growth
RPL14;LTN1;cell_growth
RPL14;SRP72;cell_growth
POLR2F;H2AC4;cell_growth
POLR2F;H4C1;cell_growth
POLR2F;H2BC11;cell_growth
POLR2F;POLR2E;cell_growth
RPL31;LTN1;cell_growth
RPL31;SRP72;cell_growth
UBA52;ANKRD13D;cell_growth
UBA52;SRP72;cell_growth
UBA52;NDUFA5;cell_growth
RPL23A;LTN1;cell_growth
RPL23A;SRP72;cell_growth
RPL6;LTN1;cell_growth
RPL6;SRP72;cell_growth
RPL36A;LTN1;cell_growth
RPL36A;SRP72;cell_growth
RPL10;SRP72;cell_growth
RPL32;LTN1;cell_growth
RPL32;SRP72;cell_growth
RPL37A;LTN1;cell_growth
RPL37A;SRP72;cell_growth
SRPRB;SRP72;cell_growth
RPL23;LTN1;cell_growth
RPL23;SRP72;cell_growth
SRP19;SRP72;cell_growth
RPL30;LTN1;cell_growth
RPL30;SRP72;cell_growth
RPL18;LTN1;cell_growth
RPL18;SRP72;cell_growth
RPLP0;LTN1;cell_growth
SRP54;SRP72;cell_growth
RPL28;LTN1;cell_growth
RPL28;SRP72;cell_growth
RPL26;LTN1;cell_growth
RPL26;SRP72;cell_growth
RPL17;LTN1;cell_growth
RPL17;SRP72;cell_growth
RPL36;LTN1;cell_growth
RPL36;SRP72;cell_growth
RPL27;LTN1;cell_growth
RPL27;SRP72;cell_growth
H2BC11;POLR2E;cell_growth
POLR2E;H2AC4;cell_growth
POLR2E;H4C1;cell_growth
LTN1;RPL35A;cell_growth
LTN1;RPL9;cell_growth
LTN1;RPL11;cell_growth
RPL9;SRP72;cell_growth
SRP72;RPL35A;cell_growth
SRP72;RPL11;cell_growth
VHL;TCP1;cell_growth
RAB8A;OCRL;cell_growth
OSTM1;CLCN7;cell_growth
CA2;CA1;cell_growth
EBI3;CANX;cell_growth
RPN2;CANX;cell_growth
OS9;SERPINA1;cell_growth
GANAB;MAN1B1;cell_growth
MMS19;SLC25A5;cell_growth
MMS19;CIAO2B;cell_growth
SLC25A5;ERCC2;cell_growth
SLC25A5;CIAO1;cell_growth
SLC25A5;CIAO2B;cell_growth
ERCC2;CIAO1;cell_growth
ERCC2;CIAO2B;cell_growth
CIAO2B;CIAO1;cell_growth
TIMM10B;TIMM22;cell_growth
SLC25A4;TIMM22;cell_growth
SLC25A4;SLC25A24;cell_growth
TIMM22;TIMM23;cell_growth
POLG;POLG2;cell_growth
GFER;CHCHD4;cell_growth
NT5E;CYCS;cell_growth
TP53;SCO2;cell_growth
CYCS;COX19;cell_growth
CYCS;PPARGC1B;cell_growth
CYCS;SIRT5;cell_growth
CRYAA;CRYAB;cell_growth
TPI1;HLA-DRA;cell_growth
TPI1;HLA-DRB1;cell_growth
DCTN6;BICDL1;cell_growth
DCTN6;ACTB;cell_growth
DCTN6;DYNLRB1;cell_growth
DCTN6;CAPZA2;cell_growth
DCTN6;DYNC1I2;cell_growth
DCTN6;CAPZA1;cell_growth
DCTN6;DYNC1LI2;cell_growth
DCTN6;CAPZB;cell_growth
DCTN6;DYNC1H1;cell_growth
DYNC1LI2;ACTB;cell_growth
DYNC1LI2;DCTN5;cell_growth
DYNC1LI2;CAPZA1;cell_growth
DYNC1LI2;DCTN3;cell_growth
DYNC1LI2;DCTN4;cell_growth
DYNC1LI2;BICDL1;cell_growth
DYNC1LI2;CAPZB;cell_growth
DYNC1LI2;ACTR1A;cell_growth
DYNC1LI2;DCTN2;cell_growth
DCTN3;BICDL1;cell_growth
DCTN3;PAFAH1B1;cell_growth
DCTN3;DYNLRB1;cell_growth
DCTN3;CAPZB;cell_growth
DCTN3;CAPZA1;cell_growth
CAPZA1;BICDL1;cell_growth
CAPZA1;DYNLRB1;cell_growth
CAPZA1;DYNC1I2;cell_growth
CAPZA1;DYNC1H1;cell_growth
CAPZA1;DCTN5;cell_growth
CAPZA1;DCTN4;cell_growth
CAPZA1;ACTR1A;cell_growth
CAPZA1;DCTN1;cell_growth
DYNC1LI1;BICD2;cell_growth
ACTR1B;CAPZA2;cell_growth
ACTR1B;CAPZB;cell_growth
DCTN5;DYNLRB1;cell_growth
DCTN5;DYNC1I2;cell_growth
DCTN5;ACTB;cell_growth
DCTN5;BICDL1;cell_growth
DCTN5;CAPZB;cell_growth
DCTN5;CAPZA2;cell_growth
DCTN5;DYNC1H1;cell_growth
DYNC1H1;BICDL1;cell_growth
DYNC1H1;CAPZB;cell_growth
DYNC1H1;DCTN4;cell_growth
DYNC1H1;BICD2;cell_growth
BICD2;DCTN1;cell_growth
BICD2;DCTN2;cell_growth
DYNLRB1;BICDL1;cell_growth
DYNLRB1;ACTB;cell_growth
DYNLRB1;ACTR1A;cell_growth
DYNLRB1;DCTN4;cell_growth
DYNLRB1;CAPZB;cell_growth
DYNLRB1;DCTN2;cell_growth
DCTN1;BICDL1;cell_growth
DCTN1;PAFAH1B1;cell_growth
DCTN1;CAPZA2;cell_growth
DCTN1;CAPZB;cell_growth
CAPZA2;DCTN4;cell_growth
CAPZA2;ACTR1A;cell_growth
CAPZA2;DCTN2;cell_growth
ACTR1A;PAFAH1B1;cell_growth
ACTR1A;BICDL1;cell_growth
ACTR1A;CAPZB;cell_growth
DYNC1I2;CAPZB;cell_growth
DYNC1I2;BICDL1;cell_growth
DYNC1I2;DCTN4;cell_growth
PAFAH1B1;DCTN2;cell_growth
BICDL1;ACTB;cell_growth
BICDL1;DCTN2;cell_growth
BICDL1;DCTN4;cell_growth
BICDL1;CAPZB;cell_growth
CAPZB;DCTN4;cell_growth
DCTN4;ACTB;cell_growth
RALA;STAT4;cell_growth
RALA;RALGAPA2;cell_growth
KRAS;RALBP1;cell_growth
RALBP1;HRAS;cell_growth
CCDC117;STIP1;cell_growth
MT-ND2;COA1;cell_growth
TTLL12;EEF1A2;cell_growth
TTLL12;EEF1A1;cell_growth
EEF1A2;UTP20;cell_growth
EEF1A2;HLA-DRA;cell_growth
EEF1A2;HLA-DRB1;cell_growth
EEF1A2;HSF1;cell_growth
EEF1A2;RAN;cell_growth
EEF1G;CARS1;cell_growth
EEF1A1;CARS1;cell_growth
EEF1A1;EEF1AKMT2;cell_growth
EEF1A1;HLA-DRA;cell_growth
EEF1A1;HLA-DRB1;cell_growth
CARS1;EEF1D;cell_growth
HLA-DRA;RPL30;cell_growth
GGT1;TXNDC12;cell_growth
GGT1;PRDX6;cell_growth
GGT1;GPX4;cell_growth
GGT1;GSS;cell_growth
CYP2C9;MGST1;cell_growth
CYP2C9;MGST3;cell_growth
CYP2C9;MGST2;cell_growth
CYP2C9;GSTO1;cell_growth
CYP2C9;GSTT2B;cell_growth
CYP2C9;GSTA2;cell_growth
CYP2C9;GSTM3;cell_growth
CYP2C9;CYP2E1;cell_growth
CYP2C9;GSTA1;cell_growth
CYP2C9;GSTM1;cell_growth
CYP2C9;GSTP1;cell_growth
CYP2C9;EPHX1;cell_growth
AP5M1;AP2M1;cell_growth
AP5M1;AP4M1;cell_growth
GSTT2B;TXNDC12;cell_growth
GSTT2B;CYP2A6;cell_growth
GSTT2B;GSS;cell_growth
GSTT2B;GPX4;cell_growth
GSTT2B;CYP1A2;cell_growth
GSTT2B;PRDX6;cell_growth
GSTT2B;CYP2E1;cell_growth
GSTT2B;EPHX1;cell_growth
GSTT2B;CYP1A1;cell_growth
CYP2A6;MGST3;cell_growth
CYP2A6;MGST2;cell_growth
CYP2A6;MGST1;cell_growth
CYP2A6;GSTO1;cell_growth
CYP2A6;GSTM3;cell_growth
CYP2A6;GSTA2;cell_growth
CYP2A6;GSTA1;cell_growth
CYP2A6;GSTP1;cell_growth
CYP2A6;GSTM1;cell_growth
GSTM1;GSTP1;cell_growth
GSTM1;TXNDC12;cell_growth
GSTM1;GSS;cell_growth
GSTM1;GPX4;cell_growth
GSTM1;PRDX6;cell_growth
GSTM1;CYP1A2;cell_growth
GSTM1;CYP2E1;cell_growth
GSTM1;EPHX1;cell_growth
GSTM1;CYP1A1;cell_growth
CYP2F1;EPHX1;cell_growth
GSTA1;TXNDC12;cell_growth
GSTA1;PRDX6;cell_growth
GSTA1;GSS;cell_growth
GSTA1;GPX4;cell_growth
GSTA1;CYP2E1;cell_growth
GSTA1;CYP1A2;cell_growth
GSTA1;CYP1A1;cell_growth
GSTA1;EPHX1;cell_growth
GSTA1;GSTA2;cell_growth
GGT7;PRDX6;cell_growth
GGT7;TXNDC12;cell_growth
GGT7;GPX4;cell_growth
GGT7;GSS;cell_growth
CYP1A2;MGST3;cell_growth
CYP1A2;MGST2;cell_growth
CYP1A2;MGST1;cell_growth
CYP1A2;GSTO1;cell_growth
CYP1A2;GSTM3;cell_growth
CYP1A2;GSTA2;cell_growth
CYP1A2;GSTP1;cell_growth
CYP1A2;EPHX1;cell_growth
CYP1A2;CYP2E1;cell_growth
PRDX6;GGT5;cell_growth
PRDX6;MGST2;cell_growth
PRDX6;GSTA2;cell_growth
PRDX6;MGST3;cell_growth
PRDX6;GSS;cell_growth
PRDX6;TXNDC12;cell_growth
PRDX6;MGST1;cell_growth
PRDX6;GSTM3;cell_growth
PRDX6;GSTO1;cell_growth
PRDX6;GSTP1;cell_growth
GPX4;TXNDC12;cell_growth
GPX4;MGST2;cell_growth
GPX4;GGT5;cell_growth
GPX4;MGST1;cell_growth
GPX4;GSTM3;cell_growth
GPX4;GSTA2;cell_growth
GPX4;MGST3;cell_growth
GPX4;GSS;cell_growth
GPX4;GSTO1;cell_growth
GSTM3;TXNDC12;cell_growth
GSTM3;GSS;cell_growth
GSTM3;CYP2E1;cell_growth
GSTM3;CYP1A1;cell_growth
GSTM3;EPHX1;cell_growth
MGST3;GSS;cell_growth
MGST3;CYP1A1;cell_growth
MGST3;TXNDC12;cell_growth
MGST3;EPHX1;cell_growth
MGST3;CYP2E1;cell_growth
GSTO1;TXNDC12;cell_growth
GSTO1;CYP1A1;cell_growth
GSTO1;CYP2E1;cell_growth
GSTO1;EPHX1;cell_growth
GSTO1;GSS;cell_growth
TXNDC12;GSTP1;cell_growth
TXNDC12;MGST2;cell_growth
TXNDC12;GSTA2;cell_growth
TXNDC12;GSS;cell_growth
TXNDC12;MGST1;cell_growth
TXNDC12;GPX2;cell_growth
TXNDC12;GGT5;cell_growth
CYP1A1;MGST2;cell_growth
CYP1A1;MGST1;cell_growth
CYP1A1;GSTA2;cell_growth
CYP1A1;GSTP1;cell_growth
MGST1;GSS;cell_growth
MGST1;CYP2E1;cell_growth
MGST1;EPHX1;cell_growth
GGT5;GSS;cell_growth
GSTP1;GSS;cell_growth
GSTP1;CYP2E1;cell_growth
GSTP1;EPHX1;cell_growth
AP2M1;AP4M1;cell_growth
ALDH3A1;CYP2E1;cell_growth
GSTA2;GSS;cell_growth
GSTA2;CYP2E1;cell_growth
GSTA2;EPHX1;cell_growth
CYP2E1;MGST2;cell_growth
EPHX1;MGST2;cell_growth
MGST2;GSS;cell_growth
ERCC1;MUS81;cell_growth
ERCC1;SLX4;cell_growth
CBX7;H3-4;cell_growth
RPA3;SMARCAL1;cell_growth
RPA3;TOP3A;cell_growth
RPA3;BLM;cell_growth
MLH1;BRIP1;cell_growth
MSH2;ATR;cell_growth
MSH2;SLX4;cell_growth
SLX1A;SLX4;cell_growth
RPA1;RAD9A;cell_growth
RPA1;SMARCAL1;cell_growth
RPA1;FANCA;cell_growth
RPA1;FANCG;cell_growth
RPA1;DNA2;cell_growth
HUS1;RFC3;cell_growth
HUS1;ATR;cell_growth
HUS1;RAD9A;cell_growth
HUS1;RAD17;cell_growth
BRIP1;ATM;cell_growth
BRIP1;CHEK1;cell_growth
BRIP1;PMS2;cell_growth
BRIP1;BRCA2;cell_growth
BRIP1;MRE11;cell_growth
BRIP1;NBN;cell_growth
BRIP1;BRCA1;cell_growth
BRIP1;BARD1;cell_growth
BRIP1;TOPBP1;cell_growth
TOPBP1;MDC1;cell_growth
TOPBP1;BARD1;cell_growth
TOPBP1;RAD9A;cell_growth
TOPBP1;TP53BP1;cell_growth
BARD1;RAD50;cell_growth
BARD1;BABAM1;cell_growth
BARD1;ABRAXAS1;cell_growth
NBN;RAD50;cell_growth
FANCM;RECQL5;cell_growth
ATM;RAD50;cell_growth
ERCC3;XPA;cell_growth
ERCC3;ERCC5;cell_growth
SLX4;PLK1;cell_growth
SLX4;MUS81;cell_growth
SLX4;ERCC4;cell_growth
WRN;MUS81;cell_growth
WRN;TOP3A;cell_growth
WRN;DNA2;cell_growth
FEN1;BLM;cell_growth
FEN1;DNA2;cell_growth
MUS81;ERCC4;cell_growth
RAD9A;RFC3;cell_growth
RAD9A;ATR;cell_growth
RAD9A;RAD17;cell_growth
PRKDC;RPA2;cell_growth
RECQL5;TP53BP1;cell_growth
RECQL5;RAD51;cell_growth
TOP3A;FANCG;cell_growth
TOP3A;FANCA;cell_growth
MRE11;BLM;cell_growth
MRE11;XRCC5;cell_growth
MRE11;RAD50;cell_growth
RAD51C;XRCC2;cell_growth
RAD51C;XRCC3;cell_growth
BABAM2;BABAM1;cell_growth
BABAM2;ABRAXAS1;cell_growth
BABAM2;UIMC1;cell_growth
ATR;FANCG;cell_growth
ATR;FANCA;cell_growth
ATR;BLM;cell_growth
ATR;RAD17;cell_growth
BLM;RAD50;cell_growth
BLM;XRCC3;cell_growth
BLM;FANCA;cell_growth
BLM;FANCG;cell_growth
SMARCAL1;RPA2;cell_growth
XRCC2;RAD51;cell_growth
XRCC2;RAD51B;cell_growth
XRCC2;RAD51D;cell_growth
XRCC2;XRCC3;cell_growth
BABAM1;UIMC1;cell_growth
BABAM1;ABRAXAS1;cell_growth
BABAM1;BRCA1;cell_growth
BABAM1;BRCC3;cell_growth
BRCC3;ABRAXAS1;cell_growth
RPA2;XPA;cell_growth
XPA;ERCC5;cell_growth
MDC1;RAD50;cell_growth
MDC1;UIMC1;cell_growth
FANCG;BRCA2;cell_growth
RAD50;H2AX;cell_growth
RAD50;BRCA1;cell_growth
RAD50;RBBP8;cell_growth
BRCA2;SEM1;cell_growth
BRCA2;XRCC3;cell_growth
ABRAXAS1;UIMC1;cell_growth
ABRAXAS1;BRCA1;cell_growth
CHEK1;SEM1;cell_growth
RAD51B;XRCC3;cell_growth
XRCC3;RAD51D;cell_growth
XRCC3;RAD51;cell_growth
PCID2;SEM1;cell_growth
OXCT1;SDHC;cell_growth
OXCT1;SDHB;cell_growth
OXCT1;SDHA;cell_growth
OXCT1;ACAA1;cell_growth
OXCT1;HADHB;cell_growth
OXCT1;ACAA2;cell_growth
OXCT1;ACAT1;cell_growth
PRPF19;SDHA;cell_growth
BUD13;SDHA;cell_growth
SDHA;CDC40;cell_growth
SDHA;SUGCT;cell_growth
SDHA;AMACR;cell_growth
SDHA;SNRPD2;cell_growth
SDHA;SNW1;cell_growth
SDHA;PRPF8;cell_growth
SDHA;SF3B2;cell_growth
SDHA;FAHD1;cell_growth
SDHA;SF3A3;cell_growth
SDHA;SDHAF2;cell_growth
AFG3L2;NDUFA13;cell_growth
FH;FAHD1;cell_growth
SDHC;FAHD1;cell_growth
SDHB;SUGCT;cell_growth
SDHB;AMACR;cell_growth
SDHB;FAHD1;cell_growth
SDHD;FAHD1;cell_growth
DPYSL2;NUMB;cell_growth
DXO;FBF1;cell_growth
DXO;XRN2;cell_growth
XRN2;FBF1;cell_growth
POLR2B;FBF1;cell_growth
POLR2A;FBF1;cell_growth
MPO;CP;cell_growth
SPARC;APOB;cell_growth
APOB;STAB2;cell_growth
APOA1;SCARB1;cell_growth
C3;ITGAM;cell_growth
GH1;B2M;cell_growth
ARPC3;NCKIPSD;cell_growth
ACTR3;NCKIPSD;cell_growth
THRA;ACTG1;cell_growth
THRA;ACTB;cell_growth
NCKIPSD;ARPC5L;cell_growth
NCKIPSD;ARPC1B;cell_growth
NCKIPSD;ARPC2;cell_growth
NCKIPSD;ARPC4;cell_growth
NCKIPSD;ARPC5;cell_growth
ACTL6B;ACTR8;cell_growth
INO80B;H4C1;cell_growth
INO80B;H3C1;cell_growth
ACTR5;H4C1;cell_growth
ACTR5;H3C1;cell_growth
LMNB1;CASP6;cell_growth
EP300;BRD7;cell_growth
KAT2B;H3-3A;cell_growth
CASP6;LMNA;cell_growth
CASP6;LMNB2;cell_growth
INSR;OGT;cell_growth
MSL3;H4C1;cell_growth
RUVBL1;H4C1;cell_growth
RUVBL1;H3C1;cell_growth
EZH2;H2AC6;cell_growth
ARID1A;H2AC21;cell_growth
ARID1A;H2BC17;cell_growth
ARID1A;H3-3A;cell_growth
SMARCE1;H2BC10;cell_growth
SMARCE1;H3C1;cell_growth
SMARCE1;H2AC21;cell_growth
SMARCE1;H2BC17;cell_growth
SMARCE1;H2AC6;cell_growth
SMARCE1;H3-3A;cell_growth
H2AC20;H2AC21;cell_growth
H2AC21;SMARCD1;cell_growth
H2AC21;SMARCC2;cell_growth
H2AC21;SMARCA4;cell_growth
H2AC21;H2AC6;cell_growth
H2AC21;ACTB;cell_growth
H2AC21;ACTL6A;cell_growth
H2AC21;H3-3A;cell_growth
H2AC21;H2AC18;cell_growth
H2AC21;H4C1;cell_growth
H2AC21;H3C13;cell_growth
H2AC21;H2BC17;cell_growth
SMARCB1;H4C1;cell_growth
SMARCB1;H3C1;cell_growth
SMARCB1;H2BC10;cell_growth
SMARCB1;H2AC6;cell_growth
PHF10;H3C1;cell_growth
PHF10;H2BC10;cell_growth
PHF10;H2AC6;cell_growth
PHF10;H4C1;cell_growth
SMARCA4;H2BC10;cell_growth
SMARCA4;H2AC6;cell_growth
SMARCA4;H2BC17;cell_growth
SMARCA4;H3-3A;cell_growth
DDX21;MYO1C;cell_growth
H3-3A;SMARCC2;cell_growth
H3-3A;SMARCD1;cell_growth
H3-3A;ACTL6A;cell_growth
H3-3A;ACTB;cell_growth
H3-3A;H2BC17;cell_growth
YBX1;HNRNPR;cell_growth
H2BC10;BRD7;cell_growth
H2BC10;SMARCD1;cell_growth
H2BC10;SMARCC2;cell_growth
H2BC10;ACTL6A;cell_growth
H2BC10;H2BC17;cell_growth
H2AC6;BRD7;cell_growth
H2AC6;SMARCD1;cell_growth
H2AC6;SMARCC2;cell_growth
H2AC6;PBRM1;cell_growth
H2AC6;ACTL6A;cell_growth
H2AC6;H2BC17;cell_growth
BRD7;H4C1;cell_growth
BRD7;H3C1;cell_growth
SMARCD1;H2BC17;cell_growth
SMARCD1;H3C1;cell_growth
SMARCD1;H4C1;cell_growth
YWHAZ;H3C1;cell_growth
ACTL6A;H2BC17;cell_growth
SPTBN2;ACTB;cell_growth
SMARCC2;H2BC17;cell_growth
SMARCC2;H4C1;cell_growth
SMARCC2;H3C1;cell_growth
RUVBL2;H4C1;cell_growth
RUVBL2;H3C1;cell_growth
H2BC17;H4C1;cell_growth
H4C1;INO80;cell_growth
H3C1;INO80;cell_growth
PCK2;RIMKLB;cell_growth
PCK2;ALDH5A1;cell_growth
ALDH5A1;PCK1;cell_growth
PCK1;RIMKLB;cell_growth
CS;ME1;cell_growth
PLK4;CEP152;cell_growth
PLK1;CEP152;cell_growth
SLC51A;SLC51B;cell_growth
AVPR1B;AVP;cell_growth
SLC16A10;SLC16A2;cell_growth
SLC26A7;SLC4A2;cell_growth
SLC9A1;SLC9A4;cell_growth
SLC4A1;AQP1;cell_growth
SLC4A1;RHAG;cell_growth
AQP1;RHAG;cell_growth
SLC22A8;SLC22A7;cell_growth
CRY1;PRKAB2;cell_growth
CRY1;PRKAA1;cell_growth
CRY1;PRKAA2;cell_growth
PRKAB2;STIM2;cell_growth
PRKAB2;KMT2D;cell_growth
PRKAB2;MLYCD;cell_growth
PRKAB2;CRY2;cell_growth
PRKAB2;MAP3K7;cell_growth
PRKAB2;CRTC2;cell_growth
PRKAB2;HMGCR;cell_growth
PRKAB2;ACACB;cell_growth
PRKAB2;ACACA;cell_growth
MLYCD;PRKAA2;cell_growth
MLYCD;PRKAA1;cell_growth
HMGCR;PRKAA2;cell_growth
HMGCR;PRKAA1;cell_growth
KMT2D;PRKAA1;cell_growth
ACACB;PRKAA2;cell_growth
ACACB;PRKAA1;cell_growth
