Prot_A;Prot_B;Condition
PRKAA1;CRY2;cell_growth
PRKAA1;CRTC2;cell_growth
PRKAA1;MAP3K7;cell_growth
PRKAA1;ACACA;cell_growth
CRTC2;PRKAA2;cell_growth
MAP3K7;PRKAA2;cell_growth
PRKAA2;STIM2;cell_growth
PRKAA2;ELAVL1;cell_growth
PRKAA2;CRY2;cell_growth
KMT2C;PRKAA1;cell_growth
PRKAA1;CCKBR;cell_growth
PDE3A;ENPP3;cell_growth
PDE3A;ENPP1;cell_growth
RAB10;MICAL1;cell_growth
RILPL2;MYO5A;cell_growth
RILPL2;RAB8A;cell_growth
SLC2A4;RAB14;cell_growth
CYP7A1;CYP2E1;cell_growth
SLC29A3;SLC29A1;cell_growth
SLC29A3;SLC29A2;cell_growth
SLC29A2;SLC29A1;cell_growth
KCNQ1;FAU;cell_growth
KCNQ5;FAU;cell_growth
KCNQ3;FAU;cell_growth
SPARC;ERBB4;cell_growth
ERBB4;ADAP1;cell_growth
ERBB4;STMN1;cell_growth
ERBB4;WWOX;cell_growth
TACR1;TAC1;cell_growth
TRPM2;TRPM7;cell_growth
HTR3B;HTR3A;cell_growth
NAMPT;NT5C1B;cell_growth
NAMPT;NT5C;cell_growth
NAMPT;NT5C2;cell_growth
NAMPT;NT5E;cell_growth
NAMPT;SIRT5;cell_growth
NAMPT;SIRT3;cell_growth
AK1;APRT;cell_growth
CD38;SIRT5;cell_growth
CD38;SIRT3;cell_growth
NUDT12;NT5C1B;cell_growth
NUDT12;SIRT3;cell_growth
NUDT12;SIRT5;cell_growth
NUDT12;NT5C2;cell_growth
NUDT12;NAPRT;cell_growth
NUDT12;NT5C;cell_growth
NUDT12;NT5E;cell_growth
UMPS;CANT1;cell_growth
UMPS;ENPP3;cell_growth
UMPS;ENTPD6;cell_growth
UMPS;ENTPD4;cell_growth
UMPS;ENPP1;cell_growth
UMPS;ENTPD1;cell_growth
UMPS;NT5C1B;cell_growth
UMPS;NT5C2;cell_growth
UMPS;ENTPD5;cell_growth
UMPS;NT5E;cell_growth
UMPS;NT5C3A;cell_growth
UMPS;NT5C;cell_growth
PANK3;ENPP3;cell_growth
PANK3;ENPP1;cell_growth
PANK3;PANK1;cell_growth
PANK3;PANK2;cell_growth
PANK3;COASY;cell_growth
NT5C;ENPP3;cell_growth
NT5C;NAPRT;cell_growth
NT5C;NMNAT1;cell_growth
NT5C;AK3;cell_growth
NT5C;ENPP1;cell_growth
NT5C;NMNAT2;cell_growth
NT5E;AK3;cell_growth
NT5E;ENPP3;cell_growth
NT5E;NMNAT2;cell_growth
NT5E;NMNAT1;cell_growth
NT5E;ENPP1;cell_growth
NMNAT2;NT5C1B;cell_growth
NMNAT2;NT5C2;cell_growth
NMNAT2;SIRT5;cell_growth
NMNAT2;SIRT3;cell_growth
NMNAT2;NAPRT;cell_growth
AGL;PGM2;cell_growth
HPRT1;ENTPD4;cell_growth
HPRT1;ENTPD5;cell_growth
PANK1;ENPP1;cell_growth
PANK1;ENPP3;cell_growth
PANK1;PANK2;cell_growth
PANK1;COASY;cell_growth
PANK2;ENPP1;cell_growth
PANK2;ENPP3;cell_growth
PANK2;COASY;cell_growth
ENTPD5;APRT;cell_growth
UGP2;GALT;cell_growth
NT5C2;AK3;cell_growth
NT5C2;NAPRT;cell_growth
NT5C2;NMNAT1;cell_growth
NT5C2;ENPP1;cell_growth
NT5C2;ENPP3;cell_growth
ENTPD4;APRT;cell_growth
PDE3A;AK3;cell_growth
NT5C1B;ENPP1;cell_growth
NT5C1B;NMNAT1;cell_growth
NT5C1B;ENPP3;cell_growth
NT5C1B;NAPRT;cell_growth
NT5C1B;AK3;cell_growth
ENTPD1;CTPS1;cell_growth
NMNAT1;SIRT5;cell_growth
NMNAT1;SIRT3;cell_growth
NMNAT1;NAPRT;cell_growth
APRT;AK6;cell_growth
APRT;AK4;cell_growth
GALT;ENPP3;cell_growth
GALT;ENPP1;cell_growth
AK3;NT5C3A;cell_growth
NADK2;SIRT5;cell_growth
NADK2;SIRT3;cell_growth
PGM2;ENPP3;cell_growth
PGM2;ENPP1;cell_growth
SIRT3;ENPP3;cell_growth
SIRT3;ENPP1;cell_growth
NAPRT;ENPP3;cell_growth
NAPRT;ENPP1;cell_growth
ENPP3;SIRT5;cell_growth
ENPP3;COASY;cell_growth
ENPP3;NT5C3A;cell_growth
COASY;ENPP1;cell_growth
SIRT5;ENPP1;cell_growth
NT5C3A;ENPP1;cell_growth
GLI1;CUL3;cell_growth
GLI1;STK36;cell_growth
SMO;STK36;cell_growth
SMO;CSNK1A1;cell_growth
CSNK1A1;GLI2;cell_growth
CSNK1A1;GLI3;cell_growth
CUL3;GLI3;cell_growth
CUL3;SUFU;cell_growth
CUL3;GLI2;cell_growth
FBXW11;GLI2;cell_growth
FBXW11;GLI3;cell_growth
STK36;GLI3;cell_growth
STK36;SUFU;cell_growth
SUFU;SPOP;cell_growth
SUFU;ULK3;cell_growth
BTRC;GLI2;cell_growth
BTRC;GLI3;cell_growth
SPOP;GLI2;cell_growth
SPOP;GLI3;cell_growth
CEP135;WRAP73;cell_growth
PLK4;CEP192;cell_growth
PLK1;CEP63;cell_growth
PLK1;CETN2;cell_growth
PLK1;CEP192;cell_growth
PIBF1;PCNT;cell_growth
PIBF1;CCDC14;cell_growth
CEP63;CCDC14;cell_growth
CEP63;CEP152;cell_growth
STIL;CENPJ;cell_growth
ARRB2;GPR161;cell_growth
ARRB1;GPR161;cell_growth
CSPP1;CCDC14;cell_growth
CHRND;CHRNB1;cell_growth
RP2;UNC119B;cell_growth
RP2;ARL3;cell_growth
ARL3;CFAP36;cell_growth
ARL3;UNC119B;cell_growth
ARL3;UNC119;cell_growth
UNC119;UNC119B;cell_growth
NPHP3;UNC119B;cell_growth
TAF12;GTF2A2;cell_growth
TAF12;GTF2B;cell_growth
TAF10;GTF2A2;cell_growth
TAF10;GTF2B;cell_growth
TAF13;GTF2A2;cell_growth
TAF13;GTF2B;cell_growth
GTF2B;TAF8;cell_growth
GTF2B;TAF2;cell_growth
GTF2B;GTF2A2;cell_growth
TAF8;GTF2A2;cell_growth
TAF2;GTF2A2;cell_growth
CLCNKB;BSND;cell_growth
BBS9;BBIP1;cell_growth
BBS2;BBIP1;cell_growth
BBS7;BBIP1;cell_growth
BBS4;BBIP1;cell_growth
BBS5;BBIP1;cell_growth
BBS1;ARL6;cell_growth
BBS1;BBIP1;cell_growth
BBIP1;TTC8;cell_growth
CALHM1;CALHM3;cell_growth
TNC;SDC3;cell_growth
KISS1R;ARRB2;cell_growth
KISS1R;ARRB1;cell_growth
KISS1R;GNAQ;cell_growth
SMO;GRK3;cell_growth
PPP2R3C;ARRB1;cell_growth
PPP2R3C;ARRB2;cell_growth
GNAQ;FZD4;cell_growth
ADRB2;USP33;cell_growth
GRK3;OPRM1;cell_growth
NTSR1;ARRB1;cell_growth
USP33;ARRB2;cell_growth
GRK5;OPRM1;cell_growth
GRK4;OPRM1;cell_growth
OPRM1;ARRB1;cell_growth
OPRM1;ARRB2;cell_growth
PTH1R;ARRB2;cell_growth
PTH1R;ARRB1;cell_growth
SLIT2;DAG1;cell_growth
PRKCH;TRPV4;cell_growth
KIF23;LIG3;cell_growth
KIF20B;RACGAP1;cell_growth
LIG3;RACGAP1;cell_growth
CEP41;PLK1;cell_growth
KIF17;TNPO1;cell_growth
LUZP1;DAPK3;cell_growth
SERPINB13;CTSL;cell_growth
SERPINB13;CTSK;cell_growth
TFE3;TFEB;cell_growth
TFE3;MITF;cell_growth
TFEB;MITF;cell_growth
NEK9;PLK1;cell_growth
NEK9;NEK6;cell_growth
NEK9;NEK7;cell_growth
ANKS3;NEK7;cell_growth
NEK7;NEK6;cell_growth
NME5;DYDC1;cell_growth
TGM1;IVL;cell_growth
WNK4;KLHL3;cell_growth
GRK2;CSNK1E;cell_growth
GRK3;CSNK1D;cell_growth
GRK3;CSNK1E;cell_growth
NME3;BBS9;cell_growth
NME3;BBS5;cell_growth
NME3;BBS4;cell_growth
NME3;TTC8;cell_growth
RAB11FIP3;RAB3IP;cell_growth
PLK1;OPTN;cell_growth
RAB8A;SYTL4;cell_growth
RAB8A;MICAL3;cell_growth
RAB1B;CHM;cell_growth
RSPH4A;CFAP206;cell_growth
NEU3;GAL3ST1;cell_growth
NEU3;UGT8;cell_growth
TP63;PERP;cell_growth
TP53;PERP;cell_growth
SNX3;WLS;cell_growth
WNT10A;PORCN;cell_growth
LAP3;NAT8;cell_growth
LAP3;CHAC1;cell_growth
LAP3;GSS;cell_growth
LAP3;GGT1;cell_growth
LAP3;GGT7;cell_growth
LAP3;GGT5;cell_growth
GGT1;CHAC1;cell_growth
GGT1;ANPEP;cell_growth
GGT1;GGCT;cell_growth
NAT8;ANPEP;cell_growth
GGCT;GSS;cell_growth
GGCT;GGT5;cell_growth
GGCT;GGT7;cell_growth
GGCT;CHAC1;cell_growth
ANPEP;CHAC1;cell_growth
ANPEP;GSS;cell_growth
ANPEP;GGT5;cell_growth
ANPEP;GGT7;cell_growth
GGT7;CHAC1;cell_growth
GCLM;GSS;cell_growth
GGT5;CHAC1;cell_growth
CHAC1;GSS;cell_growth
GSS;GCLC;cell_growth
PPP2CB;OCLN;cell_growth
PPP2R2A;OCLN;cell_growth
OCLN;PPP2R2B;cell_growth
OCLN;PPP2R2D;cell_growth
TNFRSF1A;SPATA2;cell_growth
TRAF2;TRAIP;cell_growth
RNF31;SPATA2;cell_growth
RBCK1;SPATA2;cell_growth
LSP1;CYLD;cell_growth
LSP1;IKBKE;cell_growth
SHARPIN;SPATA2;cell_growth
CYLD;SPATA2;cell_growth
TNF;SPATA2;cell_growth
TBP;GTF2A1;cell_growth
TBP;BDP1;cell_growth
TBP;GTF2A2;cell_growth
TBPL1;TAF13;cell_growth
TBPL1;TAF8;cell_growth
TBPL1;TAF10;cell_growth
TBPL1;TAF12;cell_growth
TBPL1;TAF2;cell_growth
TBPL1;RBPJ;cell_growth
TBPL1;GTF2A2;cell_growth
TBPL1;GTF2A1;cell_growth
TBPL2;GTF2A2;cell_growth
TBPL2;BDP1;cell_growth
TBPL2;GTF2A1;cell_growth
TAF4;GTF2A1;cell_growth
TAF4;GTF2A2;cell_growth
TAF12;GTF2A1;cell_growth
TAF10;GTF2A1;cell_growth
TAF7;GTF2A1;cell_growth
TAF7;GTF2A2;cell_growth
TAF7;GTF2B;cell_growth
TAF9B;GTF2A1;cell_growth
TAF9B;GTF2A2;cell_growth
TAF9B;GTF2B;cell_growth
TAF13;GTF2A1;cell_growth
TAF5;GTF2B;cell_growth
TAF5;GTF2A2;cell_growth
TAF5;GTF2A1;cell_growth
GTF2B;TAF6;cell_growth
GTF2B;TAF9;cell_growth
GTF2B;GTF2A1;cell_growth
GTF2B;TAF1;cell_growth
TAF8;GTF2A1;cell_growth
TAF2;GTF2A1;cell_growth
TAF9;GTF2A1;cell_growth
TAF9;GTF2A2;cell_growth
GTF2A2;TAF6;cell_growth
GTF2A2;TAF1;cell_growth
GTF2A2;GTF2A1;cell_growth
TAF6;GTF2A1;cell_growth
TAF1;GTF2A1;cell_growth
TUBA3E;MARVELD2;cell_growth
S100A8;S100A9;cell_growth
HDAC4;ANKRA2;cell_growth
HDAC1;BRMS1;cell_growth
RBBP7;BRMS1;cell_growth
SIN3A;BRMS1;cell_growth
BRMS1;HDAC2;cell_growth
F2;GP1BA;cell_growth
GP1BA;YWHAZ;cell_growth
MMUT;MMAA;cell_growth
CD74;LGMN;cell_growth
CD74;CTSS;cell_growth
CD74;CTSL;cell_growth
CTSD;LAMP1;cell_growth
ARHGEF18;PATJ;cell_growth
MAPK1;PCYT1B;cell_growth
MAPK1;PCYT1A;cell_growth
MAPK1;TBX3;cell_growth
MAPK1;THRB;cell_growth
MAPK1;DAPK2;cell_growth
MAPK1;DAPK3;cell_growth
MAPK1;ETS2;cell_growth
MAPK1;MKNK2;cell_growth
MAPK1;PEA15;cell_growth
MAPK1;MKNK1;cell_growth
PPP2CB;MAP2K2;cell_growth
MAPK14;PLA2G4A;cell_growth
MAPK14;MKNK2;cell_growth
MAPK14;MKNK1;cell_growth
MAPK14;DUSP7;cell_growth
MAPK14;DUSP16;cell_growth
MKNK2;ATF4;cell_growth
MKNK2;MAPK3;cell_growth
KRAS;RPS6KA6;cell_growth
KRAS;RPS6KA2;cell_growth
TBX3;MAPK3;cell_growth
CYBA;VCAM1;cell_growth
RPS6KA6;ATF4;cell_growth
RPS6KA6;NRAS;cell_growth
RPS6KA6;HRAS;cell_growth
MAP2K2;MAP3K1;cell_growth
MAPK3;UBTF;cell_growth
MAPK3;PCYT1B;cell_growth
MAPK3;PCYT1A;cell_growth
MAPK3;THRB;cell_growth
MAPK3;DAPK2;cell_growth
MAPK3;ETS2;cell_growth
MAPK3;DAPK3;cell_growth
MAPK3;MKNK1;cell_growth
MAPK3;PEA15;cell_growth
PCYT1A;PCYT1B;cell_growth
VCAM1;NCF4;cell_growth
PRKCD;NCF4;cell_growth
PRKCD;NCF2;cell_growth
PRKCD;CARD9;cell_growth
ATF4;MKNK1;cell_growth
MAPKAPK2;HSF1;cell_growth
NCF2;PRKCB;cell_growth
LAMTOR2;WDR83;cell_growth
NRAS;RPS6KA2;cell_growth
NCF4;PRKCB;cell_growth
PLA2G2A;PLA2G4C;cell_growth
WDR83;LAMTOR3;cell_growth
HRAS;RPS6KA2;cell_growth
PCYT1A;MAPK8;cell_growth
PCYT1B;MAPK8;cell_growth
PATJ;UBE3A;cell_growth
UTRN;MARK2;cell_growth
CYP27A1;CYP8B1;cell_growth
CYP27A1;SLC27A5;cell_growth
BAAT;SLC27A5;cell_growth
RBCK1;FKBPL;cell_growth
FKBPL;GTSE1;cell_growth
TAOK1;STK25;cell_growth
LRSAM1;STK26;cell_growth
LRSAM1;STK24;cell_growth
LRSAM1;STK25;cell_growth
STK25;GOLGA2;cell_growth
CDK7;GTF2H5;cell_growth
DDB2;XPC;cell_growth
GTF2H4;XPA;cell_growth
GTF2H4;GTF2H5;cell_growth
MNAT1;GTF2H5;cell_growth
GTF2H1;XPA;cell_growth
GTF2H1;XPC;cell_growth
GTF2H1;ERCC5;cell_growth
GTF2H1;GTF2H5;cell_growth
RANBP2;CETN3;cell_growth
RANBP2;ENY2;cell_growth
RANBP2;CETN2;cell_growth
XPC;APLF;cell_growth
XPC;RPA2;cell_growth
XPC;PARP1;cell_growth
XPC;ERCC3;cell_growth
ERCC3;GTF2H5;cell_growth
MCM3AP;MAD2L1;cell_growth
MCM3AP;MAD1L1;cell_growth
MCM3AP;CETN2;cell_growth
MCM3AP;ENY2;cell_growth
MCM3AP;CETN3;cell_growth
MAD2L1;ENY2;cell_growth
MAD2L1;NUP153;cell_growth
MAD2L1;CETN2;cell_growth
MAD2L1;CETN3;cell_growth
MAD2L1;TPR;cell_growth
MAD2L1;PCID2;cell_growth
APLF;PARP1;cell_growth
APLF;LIG4;cell_growth
APLF;XRCC6;cell_growth
APLF;XRCC4;cell_growth
APLF;XRCC5;cell_growth
NUP98;CETN2;cell_growth
NUP98;CETN3;cell_growth
NUP98;ENY2;cell_growth
TPR;CETN2;cell_growth
TPR;ENY2;cell_growth
TPR;CETN3;cell_growth
TPR;MAD1L1;cell_growth
CETN2;MAD1L1;cell_growth
CETN2;NUP153;cell_growth
CETN2;CETN3;cell_growth
CETN2;PCID2;cell_growth
XPA;GTF2H3;cell_growth
XPA;GTF2H5;cell_growth
ERCC2;GTF2H5;cell_growth
ERCC2;ERCC5;cell_growth
MAD1L1;ENY2;cell_growth
MAD1L1;CETN3;cell_growth
MAD1L1;NUP153;cell_growth
MAD1L1;PCID2;cell_growth
POC5;CETN3;cell_growth
CETN3;NUP153;cell_growth
CETN3;PCID2;cell_growth
CETN3;ENY2;cell_growth
ENY2;NUP153;cell_growth
ENY2;PCID2;cell_growth
GTF2H3;GTF2H5;cell_growth
GTF2H5;CCNH;cell_growth
TTBK2;ZWINT;cell_growth
DHX8;CHERP;cell_growth
SF3B2;RBM7;cell_growth
GPR83;PPY;cell_growth
GPR83;NPY;cell_growth
ADORA1;KNG1;cell_growth
PPFIA3;PTPRD;cell_growth
PPFIA3;PPP2CA;cell_growth
STX6;VPS51;cell_growth
COG3;COG8;cell_growth
COG3;COG6;cell_growth
COG3;COG4;cell_growth
ARL1;GOLGA4;cell_growth
VPS54;VPS53;cell_growth
VPS54;VPS51;cell_growth
VPS54;VPS52;cell_growth
VPS51;VPS53;cell_growth
VPS51;VPS52;cell_growth
RAB6B;RABGAP1;cell_growth
RAB6B;VPS39;cell_growth
RAB6A;RABGAP1;cell_growth
RAB6A;BICD1;cell_growth
RAB6A;BICD2;cell_growth
RAB6A;KIF20A;cell_growth
COG4;COG8;cell_growth
COG4;COG6;cell_growth
BICD2;BICD1;cell_growth
COG6;COG8;cell_growth
VPS53;VPS52;cell_growth
PLA2G15;LYPLA1;cell_growth
CHPT1;PAFAH2;cell_growth
CHPT1;PLAAT3;cell_growth
CHPT1;LPCAT1;cell_growth
CHPT1;LPCAT2;cell_growth
ALOX12;CYP2E1;cell_growth
LPCAT2;LPCAT1;cell_growth
LPCAT1;PAFAH2;cell_growth
LPCAT1;PLAAT3;cell_growth
ALOX15;CYP2E1;cell_growth
PTGS1;CYP2E1;cell_growth
PTGS2;CYP2E1;cell_growth
ALOX5;CYP2E1;cell_growth
TLK1;SPATA1;cell_growth
OSBP2;VAPB;cell_growth
OSBP2;VAPA;cell_growth
PPP1CA;PLN;cell_growth
PPP1CC;PLN;cell_growth
DMPK;PLN;cell_growth
ATP2A1;ATP2A3;cell_growth
ATP2A1;PLN;cell_growth
PLN;EDA;cell_growth
PLN;PPP1CB;cell_growth
PLN;ATP2A3;cell_growth
ATP2A3;ATP2A2;cell_growth
SLN;ATP2A2;cell_growth
REEP6;REEP5;cell_growth
RORA;ATP2A1;cell_growth
RORA;ATP2A3;cell_growth
RORA;ATP2A2;cell_growth
KAT5;ATP2A1;cell_growth
KAT5;ATP2A3;cell_growth
KAT5;ATP2A2;cell_growth
PCCA;HLCS;cell_growth
HLCS;BTD;cell_growth
CSNK2A1;PHF12;cell_growth
CSNK2A1;ING2;cell_growth
CSNK2A1;MORF4L1;cell_growth
CSNK2A1;SINHCAF;cell_growth
CSNK2A1;SUDS3;cell_growth
HNRNPL;UBE2I;cell_growth
KAT2A;H3C1;cell_growth
NR3C1;NRIP1;cell_growth
IRF1;CHD4;cell_growth
TRIM28;CBX1;cell_growth
TRIM28;SMARCAD1;cell_growth
BRD4;SMARCA5;cell_growth
BRD4;TOP2A;cell_growth
MECOM;RBBP4;cell_growth
DNMT3A;DNMT3L;cell_growth
DAXX;DNMT1;cell_growth
NCOR1;ZBTB16;cell_growth
DNMT3L;H3C1;cell_growth
DNMT3L;H3-5;cell_growth
DNMT3L;H3-4;cell_growth
DNMT3L;DNMT3B;cell_growth
DNMT3L;H3C13;cell_growth
H2BC1;H3C1;cell_growth
H2BC1;RUVBL1;cell_growth
NONO;SFPQ;cell_growth
SMARCA5;H3C1;cell_growth
SMARCA5;H2BC11;cell_growth
SMARCA5;H2BC12;cell_growth
SMARCA5;HDAC2;cell_growth
SMARCA5;RBBP4;cell_growth
SMARCA5;BAZ2A;cell_growth
GATAD1;HDAC2;cell_growth
GATAD1;HDAC1;cell_growth
GATAD1;RBBP7;cell_growth
GATAD1;SIN3B;cell_growth
GATAD1;MORF4L1;cell_growth
GATAD1;PHF12;cell_growth
H2AZ1;MORF4L2;cell_growth
H2AZ1;ING3;cell_growth
SAP30;CIR1;cell_growth
SAP30;SINHCAF;cell_growth
SAP30;SAP30L;cell_growth
SAP30;BRMS1;cell_growth
SAP30;ARID4A;cell_growth
SAP30;ING2;cell_growth
H2AC1;H3C1;cell_growth
SAP30L;NCOR2;cell_growth
SAP30L;CIR1;cell_growth
SAP30L;RBPJ;cell_growth
SAP30L;ARID4A;cell_growth
SAP30L;BRMS1;cell_growth
SAP30L;SAP18;cell_growth
SAP30L;SUDS3;cell_growth
SAP30L;HDAC2;cell_growth
SAP30L;SINHCAF;cell_growth
SAP30L;ING2;cell_growth
SAP30L;HDAC1;cell_growth
SAP30L;SIN3A;cell_growth
DDB1;RBBP4;cell_growth
DDB1;IKZF1;cell_growth
DDB1;RBBP7;cell_growth
ING2;H3C1;cell_growth
ING2;PHF12;cell_growth
ING2;RBBP4;cell_growth
ING2;SIN3B;cell_growth
ING2;RBBP7;cell_growth
ING2;SUDS3;cell_growth
ING2;MORF4L1;cell_growth
ING2;BRMS1;cell_growth
ING2;ARID4A;cell_growth
ING2;HDAC2;cell_growth
ING2;SINHCAF;cell_growth
ING2;HDAC1;cell_growth
ING2;H3-5;cell_growth
ING2;H3C13;cell_growth
ING2;H3-4;cell_growth
ING2;SIN3A;cell_growth
H2AZ2;H3C1;cell_growth
KMT2E;H3C1;cell_growth
KMT2E;H3-5;cell_growth
KMT2E;H3-4;cell_growth
KMT2E;H3C13;cell_growth
RUVBL1;RBBP7;cell_growth
RUVBL1;H2BC11;cell_growth
ZBTB7A;HDAC1;cell_growth
DNMT3B;H2BC17;cell_growth
PHF12;SINHCAF;cell_growth
PHF12;SUDS3;cell_growth
PHF12;RBBP4;cell_growth
PHF12;ARID4A;cell_growth
PHF12;RBBP7;cell_growth
PHF12;MORF4L2;cell_growth
PHF12;HDAC2;cell_growth
PHF12;HDAC1;cell_growth
PHF12;SIN3B;cell_growth
PHF12;SIN3A;cell_growth
PHF12;MORF4L1;cell_growth
MORF4L1;SINHCAF;cell_growth
H3C13;UHRF1;cell_growth
CBX3;CBX1;cell_growth
SINHCAF;RBBP7;cell_growth
SINHCAF;RBBP4;cell_growth
SINHCAF;SIN3B;cell_growth
SINHCAF;ARID4A;cell_growth
SINHCAF;ING1;cell_growth
SINHCAF;BRMS1;cell_growth
SINHCAF;SUDS3;cell_growth
SINHCAF;HDAC1;cell_growth
SINHCAF;HDAC2;cell_growth
SINHCAF;SIN3A;cell_growth
SUV39H1;CBX1;cell_growth
ZBTB16;SIN3A;cell_growth
ZBTB16;NCOR2;cell_growth
CIR1;SIN3A;cell_growth
CIR1;HDAC1;cell_growth
CIR1;HDAC2;cell_growth
CIR1;NCOR2;cell_growth
CIR1;RBPJ;cell_growth
H3-5;UHRF1;cell_growth
KAT5;UHRF1;cell_growth
USP7;RING1;cell_growth
USP7;TRIM27;cell_growth
USP7;UHRF1;cell_growth
H2AB2;H3C1;cell_growth
H2AB2;H2BC21;cell_growth
ARID4A;SIN3B;cell_growth
ARID4A;SIN3A;cell_growth
ARID4A;BRMS1;cell_growth
SFPQ;HDAC1;cell_growth
SFPQ;SIN3A;cell_growth
PARP1;MACROH2A1;cell_growth
CDC73;H2BC11;cell_growth
PRMT6;HDAC1;cell_growth
DNTTIP1;TRERF1;cell_growth
DNTTIP1;HDAC1;cell_growth
HDAC1;CDYL;cell_growth
HDAC1;MIER1;cell_growth
ING1;H3C1;cell_growth
ING1;BRMS1;cell_growth
SIN3B;MORF4L2;cell_growth
RBBP7;MORF4L2;cell_growth
CBX1;EHMT2;cell_growth
CBX1;H3C1;cell_growth
EHMT2;CDYL;cell_growth
EHMT2;UHRF1;cell_growth
CDYL;HDAC2;cell_growth
CDYL;MIER1;cell_growth
GATAD2A;ZMYND8;cell_growth
MORF4L2;HDAC2;cell_growth
MBD3;ZMYND8;cell_growth
MACROH2A1;H3C1;cell_growth
CHD4;H2BC11;cell_growth
SUDS3;SAP18;cell_growth
RUVBL2;H2BC11;cell_growth
UHRF1;H3C1;cell_growth
H3C1;H2BC3;cell_growth
XYLT1;SDC1;cell_growth
HPSE2;HPSE;cell_growth
HPSE2;SDC1;cell_growth
SDC1;IL34;cell_growth
SDC1;HPSE;cell_growth
PTPRZ1;IL34;cell_growth
PPP2CB;RYR2;cell_growth
PPP2CB;TNNI3;cell_growth
PPP2CB;IRAK4;cell_growth
PPP2CB;IRAK1;cell_growth
PPP2CB;PRKCI;cell_growth
PPP2R5A;TNNI3;cell_growth
PPP2R3C;TNNI3;cell_growth
PPP2R3C;RYR2;cell_growth
PPP2R3A;TNNI3;cell_growth
PPP4C;PPP2R2D;cell_growth
PPP4C;PPP2R2B;cell_growth
PPP4C;PTPA;cell_growth
PPP4C;PPP2R1A;cell_growth
PPP4C;PPP4R2;cell_growth
PRKCI;PPP2R2D;cell_growth
PRKCI;PPP2R2B;cell_growth
PRKCI;PPP2R1A;cell_growth
PRKCI;PPP2CA;cell_growth
PRKCI;PPP2R2A;cell_growth
PPP2R1A;IRAK4;cell_growth
PPP2R1A;IRAK1;cell_growth
PPP2R1A;RYR2;cell_growth
PPP2R1A;TNNI3;cell_growth
PPP2R2A;RYR2;cell_growth
PPP2R2A;TNNI3;cell_growth
PPP2R2A;IRAK4;cell_growth
PPP2R2A;IRAK1;cell_growth
PPP2R5E;TNNI3;cell_growth
PPP2R5E;RYR2;cell_growth
TNNI3;PPP2R2B;cell_growth
TNNI3;PPP2R5C;cell_growth
TNNI3;PPP2CA;cell_growth
TNNI3;PPP2R2D;cell_growth
RYR2;PPP2R2D;cell_growth
RYR2;PPP2R5C;cell_growth
IRAK1;PPP2R2D;cell_growth
IRAK1;PPP2R2B;cell_growth
IRAK1;PPP2CA;cell_growth
PPP2R2B;IRAK4;cell_growth
PPP2R2D;IRAK4;cell_growth
PPP2CA;IRAK4;cell_growth
PPP2CB;ANKLE2;cell_growth
SKP1;PPP2R2B;cell_growth
SKP1;PPP2R2A;cell_growth
ESPL1;PPP2R2B;cell_growth
PPP4C;PLK1;cell_growth
PPP2R1A;ANKLE2;cell_growth
PPP2R2A;FOXC2;cell_growth
PPP2R2A;CHEK2;cell_growth
PPP2R2A;NRDE2;cell_growth
ATR;PPP2R2B;cell_growth
NRDE2;PPP2R2B;cell_growth
ANKLE2;PPP2CA;cell_growth
CHEK2;PPP2R2B;cell_growth
PPP2R2B;CHEK1;cell_growth
PTK6;ARHGAP35;cell_growth
SNAI1;FBXL14;cell_growth
SNAI1;KPNB1;cell_growth
KPNB1;SREBF1;cell_growth
MSI1;ROBO3;cell_growth
NELL1;ROBO3;cell_growth
ROBO3;NELL2;cell_growth
CENPC;CENPS;cell_growth
CENPH;CENPS;cell_growth
BUB1B;UBR5;cell_growth
BUB1;UBR5;cell_growth
CENPS;CENPA;cell_growth
CENPS;CENPI;cell_growth
BUB3;UBR5;cell_growth
BUB3;ZNF207;cell_growth
PPFIA1;GIT1;cell_growth
PTGER2;VIP;cell_growth
HTR6;VIP;cell_growth
LHCGR;VIP;cell_growth
VIPR1;VIP;cell_growth
VIP;TSHR;cell_growth
VIP;FSHR;cell_growth
VIP;NPR1;cell_growth
VIP;ADORA2A;cell_growth
VIP;ADRB1;cell_growth
NPR1;ADCYAP1;cell_growth
NPR1;POMC;cell_growth
NPR1;GCG;cell_growth
NPR1;GNAS;cell_growth
ADRB1;ADCYAP1;cell_growth
ADRB1;GCG;cell_growth
ADRB1;POMC;cell_growth
ADRB1;GNAS;cell_growth
GNAS;FSHR;cell_growth
POMC;FSHR;cell_growth
FSHR;GCG;cell_growth
FSHR;ADCYAP1;cell_growth
TFG;SEC31A;cell_growth
ACTC1;TPM4;cell_growth
TNNI3;TPM4;cell_growth
TPM4;TNNT2;cell_growth
PLEC;CASP8;cell_growth
SNAP29;ATG14;cell_growth
ATG14;STX17;cell_growth
STX17;GABARAP;cell_growth
PIK3C3;RUBCN;cell_growth
VMP1;BECN1;cell_growth
RUBCN;BECN1;cell_growth
RUBCN;UVRAG;cell_growth
GABARAPL2;UBA5;cell_growth
PARP2;RNF146;cell_growth
PARP2;APLF;cell_growth
PARP2;PARG;cell_growth
PARP2;HPF1;cell_growth
RPA1;TIMELESS;cell_growth
MACROD1;PARP1;cell_growth
CDK7;MED6;cell_growth
XRCC1;CHD1L;cell_growth
