Prot_A;Prot_B
LDHC;ALDOA
LDHC;H6PD
LDHA;ALDOB
LDHA;H6PD
LDHA;ALDOA
H6PD;ALDOB
H6PD;ALDOA
H6PD;HK1
H6PD;ENO1
HK1;ALDOB
HK1;ALDOA
HK1;PFKM
ENO1;ALDOB
ENO1;ALDOA
ALDOA;ALDOB
ALDOA;PFKM
PFKM;ALDOB
ACTA2;SETD3
ACTA2;GC
PFN1;NAA80
ARPC3;ACTA1
EIF2S1;ACTA1
EIF2S1;PPP1CC
EIF2S1;PPP1CA
TMOD1;ACTA1
CAPZA1;ACTA1
CAPZA1;ACTB
CAPZA1;TWF1
CAPZA1;DCTN2
ACTR3;ACTA1
ACTC1;SETD3
ACTC1;GC
ARPC5;ACTA1
MTSS1;ACTA1
PPP1CA;ACTA1
SETD3;ACTA1
SETD3;ACTG1
SETD3;ACTB
FMNL3;ACTA1
PPP1CC;ACTA1
PPP1CC;PPP1R15B
ARHGAP12;ACTA1
NAA80;ACTA1
NAA80;ACTB
ACTA1;PPP1R15B
ACTA1;GC
ACTA1;MYO10
ACTA1;COBL
ACTA1;WASF2
ACTA1;UTRN
ACTA1;ARPC4
ACTA1;TWF1
ACTA1;ARPC1B
ACTA1;CAPZB
ACTA1;CAP1
ACTA1;LCP1
CAP1;ACTB
CAPZB;DCTN2
DCTN2;ACTB
SHANK1;ARHGEF7
DNM1;MX1
RAB27B;RAB27A
RAB27B;MLPH
MLPH;RAB27A
RAB27A;MYO5A
ARFGEF1;ARFGEF2
PACSIN2;COBL
COBL;PACSIN1
GNAT1;METAP1
GNAT1;NMT2
GNAT1;NMT1
GNAT1;RIC8A
GNAT1;RHO
GNAT2;RIC8A
GNAT2;RHO
RPE65;LRAT
CARTPT;HSDL2
CARTPT;ECI2
CRYL1;HSDL2
PLIN3;HSPA8
MON1B;MON1A
MON1B;CCZ1
RBSN;RAB5C
RBSN;RAB4A
RAB11A;RAB7A
RAB11A;GDI1
PIK3C3;RAB5B
PIK3C3;RAB5C
PIK3C3;EEA1
RAB7A;MON1A
RAB7A;CCZ1
RAB7A;GDI1
RAB7A;CHM
RAB7A;RAB5A
RAB7A;TBC1D15
RAB5A;SUN2
RAB5A;UVRAG
RAB5A;GDI1
RAB5A;PIK3R4
RAB5A;GDI2
RAB5A;RAB5B
RAB5A;APPL1
RAB5A;RABEP1
APPL1;APPL2
MON1A;CCZ1
EEA1;RAB5B
EEA1;RAB5C
RUFY1;RAB4A
RAB5B;GDI1
RAB5B;RAB5C
RAB4A;GDI1
RAB4A;GDI2
GDI2;RAB5C
GGA1;RABEP1
GDI1;RAB5C
GNAI2;RIC8A
RIC8A;GNAI1
RIC8A;GNAI3
TP53;SLC2A2
SLC2A2;SLC2A1
CALY;DRD1
GNAQ;DRD5
GNAQ;DRD1
DRD5;FSHB
DRD5;GCG
DRD5;VIP
DRD5;ADCYAP1
DRD5;POMC
DRD5;GNAS
GNG2;DRD1
GNG2;ADCYAP1
GNG2;DRD3
VIP;DRD1
GNAS;ADCYAP1
GNAS;DRD1
GNB1;ADCYAP1
GNB1;DRD1
GNB1;DRD3
DRD1;FSHB
DRD1;GCG
DRD1;ADCYAP1
ROR1;ROR2
HERC2;DOCK10
DAGLA;DAGLB
HSDL2;DIP2A
GUCA1B;GUCY2D
RBP1;LRAT
RDH5;LRAT
RDH5;RPE65
RPE65;PNPLA4
RPE65;RDH11
LRAT;RDH11
LRAT;RDH12
PNPLA4;RDH11
PNPLA4;RDH12
PLK1;CEP78
CEP250;FKBP1A
PSMC4;UBB
PSMC4;PSMD9
PSMC4;PSMA3
PSMC4;PSMD14
PSMC4;PSMC1
PSMC4;ADRM1
PSMC4;PSMD11
PSMC4;PSMC3
PSMC4;PSMD4
PSMA3;UBB
PSMA3;UBC
PSMA3;ADRM1
PSMA3;PSMD14
PSMA3;PSMC1
PSMA3;PSMD4
PSMA3;PSMC3
PSMA3;PSMD11
STUB1;PSMD4
PSMC1;PSMD9
PSMC1;UBB
PSMC1;UBC
PSMC1;PSMD14
PSMC1;ADRM1
PSMC1;PSMC3
PSMC1;PSMD11
PSMC1;PSMD4
PSMD11;UBB
PSMD11;UBC
PSMD11;PSMD9
PSMD11;PSMD14
PSMD11;ADRM1
PSMD11;PSMD4
PSMD11;PSMC3
USP9X;SNCA
SIAH2;SNCA
SIAH2;SIAH1
HSPA5;PRNP
SIAH1;SNCA
PRKN;PSMD4
PRKN;UBE2L3
PSMD4;PSMD9
PSMD4;PSMD14
PSMD4;PSMC3
PSMD4;ADRM1
PINK1;UBB
PINK1;UBC
HSPA1B;PSMD14
PSMD14;PSMD9
PSMD14;PSMC3
PSMD14;ADRM1
PSMD9;PSMC3
UBC;ADRM1
UBB;PSMC3
UBB;ADRM1
ADRM1;PSMC3
GUCA1A;GUCY2D
RD3;EIF2B1
CTTNBP2;CCT8
CTTNBP2;CCT2
CTTNBP2;CCT5
CTTNBP2;CCT6A
CTTNBP2;CCT3
CTTNBP2;TCP1
CTTNBP2;PPP2CB
PPP2CB;SLMAP
PPP2CB;STRIP2
PPP2CB;STRIP1
PPP2CB;STRN3
PPP2CB;STRN4
PPP2CB;MOB4
PPP2CB;STRN
CCT6A;MOB4
CCT6A;STRN4
CCT6A;STRN3
CCT6A;STK24
CCT5;MOB4
CCT5;STRN4
CCT5;STRN3
CCT5;STK24
CCT8;STRN4
CCT8;STK24
CCT8;STRN3
CCT8;MOB4
CCT3;STK24
CCT3;STRN3
CCT3;MOB4
CCT3;STRN4
CCT2;STRN4
CCT2;STRN3
CCT2;STK24
CCT2;MOB4
MOB4;TCP1
TCP1;STK25
TCP1;STRN4
TCP1;STRN3
TCP1;STK24
RHO;SRP19
RHO;SRP68
RHO;SRP54
RHO;GRK1
GNG2;GPR52
GPR52;GNB1
SNX4;DYNLRB2
SNX4;DYNLRB1
SNX4;DYNC1I1
SNX4;DYNC2H1
SNX4;DYNC1H1
SNX4;DYNLT1
SNX4;DYNLL1
SNX4;TPR
SNX4;DYNC2LI1
SNX4;DYNLT3
SNX4;DYNC1LI1
DYNC1LI2;DYNLT3
DYNC1LI2;DYNC2LI1
DYNC1LI2;DYNLL2
DYNC1LI2;DYNLT1
DYNC1LI2;DCTN1
DYNC1LI2;DYNLL1
DYNC1LI2;DYNLRB1
DYNC1LI1;DYNLRB2
DYNC1LI1;TPR
DYNC1LI1;DYNC2LI1
DYNC1LI1;DYNLL2
DYNC1LI1;DYNLL1
DYNC1LI1;DYNLT1
DYNC1LI1;DYNLRB1
DYNC1LI1;DYNLT3
DYNC1LI1;DCTN1
DYNC1I1;TPR
DYNC1I1;DYNC2LI1
DYNC1I1;DYNLRB2
DYNC1I1;DYNLT1
DYNC1I1;DYNLT3
DYNC1I1;DYNLL2
DYNC1I1;DYNLRB1
DYNC1I1;DYNLL1
DYNC1I1;DCTN1
DYNC1H1;TPR
DYNC1H1;DYNLRB2
DYNC1H1;DYNLT3
DYNC1H1;DYNC2LI1
DYNC1H1;DYNLL2
DYNC1H1;DYNLT1
DYNC1H1;DYNLRB1
DYNC1H1;DCTN1
DYNLRB1;TPR
DYNLRB1;DYNLRB2
DYNLRB1;DCTN1
DYNLRB1;DYNLT3
DYNLRB1;DYNC2H1
DYNLRB1;DYNLT1
DYNLRB1;DYNC2LI1
DYNLRB1;DYNLL1
DYNLRB1;DYNC1I2
DCTN1;DYNC1I2
DYNLT1;TPR
DYNLT1;DYNLT3
DYNLT1;DYNC2H1
DYNLT1;DYNC2LI1
DYNLT1;DYNLRB2
DYNLT1;DYNLL1
DYNLT1;DYNC1I2
TPR;DYNLRB2
TPR;DYNC2H1
TPR;DYNLL1
TPR;DYNC2LI1
TPR;DYNLT3
DYNLT3;DYNC2H1
DYNLT3;DYNC2LI1
DYNLT3;DYNLRB2
DYNLT3;DYNLL1
DYNLT3;DYNC1I2
DYNLL1;DYNLRB2
DYNC1I2;DYNC2LI1
DYNC1I2;DYNLL2
DYNLRB2;DYNC2LI1
DYNLRB2;DYNC2H1
DYNC2LI1;DYNLL2
DYNLL2;DYNC2H1
TIGAR;FBP1
TIGAR;PFKL
TIGAR;PFKP
TIGAR;PFKFB1
TIGAR;PFKM
GNPNAT1;HKDC1
GNPNAT1;HK1
GNPNAT1;GNPDA2
GNPNAT1;GNPDA1
GNPNAT1;GFPT1
LCT;HK1
LCT;AKR1B1
LCT;AKR1B10
LCT;HKDC1
SORD;HKDC1
SORD;HK1
SORD;AKR1B10
SORD;AKR1B1
PFKL;PFKFB1
AKR1B1;HKDC1
AKR1B1;HK1
BAX;HKDC1
BAX;HK1
GNPDA2;HKDC1
GNPDA2;HK1
GNPDA2;GPI
GNPDA2;GFPT1
GNPDA2;GNPDA1
GAA;HKDC1
GAA;HK1
GAA;MGAM
TALDO1;GFPT1
HKDC1;VDAC1
HKDC1;AKR1B10
HKDC1;GNPDA1
HKDC1;MGAM
HKDC1;GFPT1
GFPT1;HK1
GFPT1;GNPDA1
GFPT1;GPI
AKR1B10;HK1
PFKFB1;PFKP
PFKFB1;FBP1
PFKFB1;PFKM
VDAC1;HK1
GPI;GNPDA1
GNPDA1;HK1
MGAM;HK1
ABI2;TRIM32
EMB;SLC16A1
EMB;SLC16A7
SLC16A8;BSG
BSG;PPIL2
BSG;SLC16A1
BSG;PPIA
GUCA1A;GUCA1B
GUCA1A;GUCY2F
GUCY2F;GUCA1B
NT5C;HPRT1
NT5C;APRT
NT5C;GUK1
NT5C;DGUOK
NT5C;NT5E
NT5C;NT5C1B
NT5C;NT5C2
NT5C;NT5C3A
NT5E;GUK1
NT5E;DGUOK
NT5E;NT5C3A
NT5E;NT5C1B
NT5E;NT5C2
NT5E;HPRT1
NT5E;APRT
DGUOK;NT5C1B
DGUOK;NT5C3A
DGUOK;NT5C2
DGUOK;GUK1
PDE6D;APRT
PDE6D;HPRT1
PDE6D;GUK1
PDE9A;GUK1
PDE9A;HPRT1
PDE9A;APRT
HPRT1;PDE3A
HPRT1;NT5C3A
HPRT1;ENTPD1
HPRT1;NT5C1B
HPRT1;NT5C2
PKM;ENTPD1
NT5C2;GUK1
NT5C2;APRT
NT5C2;NT5C1B
NT5C2;NT5C3A
PKLR;ENTPD1
PDE3A;GUK1
PDE3A;APRT
NT5C1B;APRT
NT5C1B;GUK1
NT5C1B;NT5C3A
RRM2;ENTPD1
GUK1;NT5C3A
GUK1;ENTPD1
ENTPD1;APRT
APRT;NT5C3A
APRT;AK9
TPI1;CSTF3
TIFA;ALPK1
SLC9A1;TESC
RAB27B;SYTL3
RAB27B;SYTL4
RAB27B;SYTL2
RAB27B;SYTL1
SYTL2;RAB27A
SYTL4;RAB27A
RAB27A;SYTL3
RAB27A;SYTL1
TBC1D10A;SYTL1
SMO;ARRB1
SMO;ARRB2
GLI2;ARRB1
GLI2;ARRB2
CEP76;PLK1
CEP76;CEP290
CEP76;CCP110
CEP72;PLK1
CEP72;PCM1
BBS4;PCM1
CEP131;PLK1
CEP131;PCM1
PLK1;ALMS1
PLK1;SDCCAG8
PLK1;CEP290
PLK1;OFD1
PLK1;PCM1
PCM1;OFD1
PCM1;PCNT
OFD1;CCDC14
PEG10;CEP290
WDR76;HELLS
DNMT1;UHRF1
CETN1;SGSM1
CETN1;POC5
CETN2;POC5
CETN2;ENY2
ATP2B2;PRKG1
RAC3;RELA
GRHPR;GLYCTK
CAPZA1;STAT4
SSH1;GSN
STAT4;PPIA
RND3;ROCK1
TMSB4X;ACTB
TMSB4X;ACTG1
HACE1;RAC1
RAC3;NOX1
RAC1;ARFIP2
SLC9A1;ROCK2
SLC9A1;ROCK1
PIKFYVE;ROCK2
PIKFYVE;ROCK1
ROCK2;PIP4K2C
ROCK2;PIP4K2A
PIP4K2C;ROCK1
PIP4K2A;ROCK1
CAPZA1;CD2AP
CARMIL1;CAPZB
CARMIL1;CAPZA2
CD2AP;CAPZB
CD2AP;CAPZA2
PHACTR4;IFIT2
RAB22A;APPL2
ARPC3;ARPIN
ACTR3;ARPIN
ARPC5;ARPIN
ARPC2;ARPIN
ARPIN;ARPC4
ARPIN;AP3D1
ARPIN;ARPC1B
ARPIN;ACTR2
SIGLEC1;SPN
CAP1;DBNL
RRAS;ARHGEF6
ARHGEF6;NRAS
ARHGEF6;HRAS
ARHGEF6;MRAS
ARHGEF6;KRAS
ARHGEF6;RRAS2
LIMS2;RSU1
LIMS2;ILK
PARVA;RSU1
LIMS1;RSU1
RSU1;PARVB
RSU1;ILK
ATIC;SORD
ATIC;NT5E
NT5E;SORD
SORD;COQ2
SORD;TKFC
SORD;DCXR
AKR1B1;ALDH7A1
AKR1B1;DCXR
DCXR;AKR1B10
AKR1B10;ALDH7A1
AAAS;AHCTF1
AAAS;NUP37
NXT2;NXT1
NXT2;NXF5
NXT2;NXF1
NXT2;NXF3
NUP107;NUP37
NUP107;AHCTF1
NUP85;NUP37
NUP133;NUP37
NUP133;AHCTF1
NUP54;AHCTF1
NUP54;NUP37
RANBP2;NUP37
NUP205;AHCTF1
NUP205;NUP37
KPNB1;NPM1
NUP93;NUP37
NUP93;AHCTF1
NUP98;NUP37
TNPO1;NXF1
TNPO1;RAN
NUP43;AHCTF1
NUP43;NUP37
NUP214;AHCTF1
NUP214;NUP37
AHCTF1;NDC1
AHCTF1;NUP88
AHCTF1;NUP58
AHCTF1;NUP62
AHCTF1;SEH1L
AHCTF1;NUP37
AHCTF1;NUP160
AHCTF1;SEC13
NDC1;NUP37
NUP160;NUP37
NUP58;NUP37
SEC13;NUP37
SEH1L;NUP37
NUP37;NUP62
NUP37;NUP88
EP300;CITED1
MCM5;TIMELESS
RBX1;TIMELESS
RBX1;POLE2
POLE2;TIMELESS
MCM6;TIMELESS
MCM2;TIMELESS
MCM7;TIMELESS
CLSPN;TIMELESS
MCM9;TIMELESS
CDC45;TIMELESS
TIMELESS;MCM3
CD38;RYR1
CD38;RYR2
CD38;RYR3
CASQ2;CASQ1
ATP2A1;ATP2A2
RYR1;CASQ1
RYR2;CASQ1
CASQ1;RYR3
CASQ1;ASPH
COPS3;PPP1R42
COPS6;FAU
PPP1R42;FAU
PSMD12;PSMD6
ATP6V1D;AK6
ATP6V1E1;AK6
ATP6V0D1;AK6
AK6;ATP6V1F
LRGUK;CFAP221
LRGUK;SPAG17
LRGUK;POLR3C
LRGUK;MYCBP
LRGUK;PPP1CC
LRGUK;PPP1CA
LRGUK;PPP1CB
LRGUK;CFAP74
RND1;PLXNB2
RHOD;PLXNB2
ICAM3;ICAM2
CD209;ICAM2
ITGAL;F11R
TRIP11;IFT20
APOB;LDLR
PCSK9;LDLR
STUB1;HSPA2
DNAJB1;BAG5
DNAJB1;HSPA1L
DNAJB1;HSPH1
HSPA4;DNAJC7
HSPA6;HSPA1B
BAG5;DNAJC7
BAG5;HSPA1A
BAG5;HSPA1B
HSPA1B;DNAJC7
HSPA1L;DNAJC7
HSPA2;HSPH1
DNAJC7;HSPA8
HSPA8;HSPH1
HSPH1;BAG1
SLC30A6;SLC30A5
SLC39A14;SLC39A8
NCF1;VCAM1
CD46;MSN
RAB11FIP5;RAB11B
RAB11A;RAB11B
RAB11A;SH3BP5
RAB11A;MYO5B
RAB11FIP3;PI4KB
RAB7A;RAB11B
MYO5B;RAB11B
MYO5B;RAB11FIP2
RAB1B;RAB11B
SLC2A4;RAB11B
RAB11B;VPS39
RAB11B;RAB1A
RAB11B;SH3BP5
RAB11B;GDI2
RAB11B;PI4KB
RAB11B;GDI1
RAB11B;RAB11FIP2
RAB1A;GDI1
RYR2;PPP2R2B
PPFIA2;CASK
RBX1;COPS7B
RBX1;COPS3
RBX1;COPS6
RBX1;GPS1
RBX1;COPS8
RBX1;COPS2
RBX1;COPS4
PSMD7;PSMD6
CRBN;GPS1
CRBN;COPS7A
CRBN;COPS2
CRBN;COPS6
CRBN;COPS3
CRBN;COPS8
CRBN;COPS4
NEDD8;COPS2
NEDD8;COPS7B
NEDD8;COPS3
NEDD8;COPS8
NEDD8;COPS4
NEDD8;GPS1
NEDD8;COPS6
VHL;COPS4
VHL;COPS7B
VHL;COPS6
VHL;COPS8
VHL;COPS2
VHL;COPS3
VHL;GPS1
DDB2;GPS1
DDB2;COPS7B
DDB2;COPS3
DDB2;COPS7A
DDB2;COPS8
DDB2;COPS4
DDB2;COPS6
DDB2;COPS2
ELOB;COPS2
ELOB;COPS7B
ELOB;COPS8
ELOB;COPS3
ELOB;COPS4
ELOB;COPS6
ELOB;GPS1
CUL3;COPS3
CUL3;COPS7A
CUL3;COPS6
CUL3;COPS4
CUL3;GPS1
CUL3;COPS2
CUL3;COPS5
ERCC8;COPS3
COPS3;ELOC
COPS3;CUL1
COPS3;DDB1
COPS3;CUL4A
COPS2;ELOC
COPS2;CUL1
COPS2;DDB1
COPS2;CUL4A
DDB1;COPS8
DDB1;COPS6
DDB1;COPS4
DDB1;GPS1
COPS6;ELOC
COPS6;CUL1
COPS6;CUL4A
CUL1;COPS7B
CUL1;COPS7A
CUL1;GPS1
CUL1;COPS8
CUL1;COPS4
COPS8;ELOC
COPS8;CUL4A
COPS5;EIF3M
COPS5;EIF3F
CUL4A;COPS7B
CUL4A;COPS7A
CUL4A;GPS1
CUL4A;COPS4
GPS1;ELOC
PSMD14;PSMD6
COPS7B;ELOC
COPS4;ELOC
HEXB;B3GALT5
HEXB;NAGK
HEXB;B4GALNT1
HEXB;CHIA
HEXB;HEXA
B4GALNT1;HEXA
CHIA;NAGK
CHIA;HEXA
B3GALT5;HEXA
HEXA;NAGK
WNT5A;NOTUM
WNT5A;WLS
WNT5A;GPC3
WNT5A;PORCN
WNT2;GPC3
WNT2;NOTUM
WNT2;PORCN
WNT7A;NOTUM
WNT7A;PORCN
PORCN;WNT11
PORCN;WNT2B
PORCN;WNT5B
WNT11;GPC3
WNT11;NOTUM
WNT2B;GPC3
WNT2B;NOTUM
GPC3;WNT5B
WNT5B;NOTUM
KLK5;KLK8
SCAP;SREBF1
SCAP;SREBF2
CREB3L2;MBTPS2
CREB3L2;MBTPS1
CREB3;MBTPS1
CREB3;MBTPS2
MBTPS1;CREB3L1
MBTPS1;ATF6
SREBF1;MBTPS2
SREBF2;MBTPS2
MBTPS2;CREB3L1
NRP1;ROBO1
USP33;ROBO1
PABPN1;SRSF1
PABPN1;NCBP1
PABPN1;NCBP2
CCDC9;MAGOHB
CCDC9;UPF3A
CCDC9;PYM1
CCDC9;UPF3B
CCDC9;UPF2
CCDC9;UPF1
CCDC9;CASC3
CCDC9;RBM8A
CCDC9;MAGOH
CCDC9;EIF4A3
SRSF1;RNPS1
SRSF1;NXF1
SMG6;EIF4G1
SMG6;PABPC1
SMG6;UPF3A
SMG6;UPF1
CASC3;PYM1
CASC3;UPF2
CASC3;UPF3A
CASC3;UPF1
XRN1;XRN2
XRN1;EDC4
UPF3B;UPF3A
UPF3B;PYM1
UPF3B;RNPS1
UPF3B;NXF1
PABPC1;RBM8A
PABPC1;SMG1
MAGOHB;UPF2
MAGOHB;UPF1
MAGOHB;UPF3A
MAGOHB;PYM1
SRRM1;UPF1
SRRM1;UPF2
SRRM1;UPF3A
NCBP2;SLBP
NCBP2;UPF1
NCBP2;SMG1
UPF2;PYM1
UPF2;MAGOH
UPF2;UPF3A
UPF2;RBM8A
UPF2;RNPS1
UPF2;SMG1
EDC4;DDX6
EDC4;DCP1A
ETF1;SMG1
ADAR;RBMX
SYNCRIP;SLBP
RBMX;UPF1
MAGOH;UPF1
MAGOH;UPF3A
MAGOH;PYM1
YBX1;SLBP
NCBP1;SLBP
NCBP1;UPF1
UPF3A;PYM1
UPF3A;ALYREF
UPF3A;RBM8A
UPF3A;EIF4A3
UPF3A;UPF1
UPF3A;NXF1
UPF3A;RNPS1
PYM1;UPF1
PYM1;EIF4A3
PYM1;RBM8A
GSPT1;UPF1
SMG1;RBM8A
SMG1;EIF4A3
SMG1;UPF1
SLBP;NXF1
SLBP;ALYREF
SLBP;EIF4E
ALYREF;UPF1
NXF1;UPF1
NXF1;RBM8A
RNPS1;UPF1
RNPS1;RBM8A
RBM8A;UPF1
DCP1A;PNRC2
EIF4E2;EIF4EBP1
XRN1;PATL1
PATL1;CNOT1
PATL1;CNOT7
PATL1;DDX6
PATL1;EDC4
PATL1;DCP1A
CNOT1;RC3H1
CNOT1;TNRC6A
H3C13;CTR9
CNOT7;RC3H1
CNOT7;POLR2A
RC3H1;RC3H2
PAK1;ROBO2
PAK2;ROBO2
PAK3;ROBO2
ROBO2;PAK4
LRP8;DAB1
DAB1;SH3KBP1
DAB1;RELN
DAB1;VLDLR
VLDLR;SH3KBP1
SH3KBP1;RELN
SCT;GNB1
SCT;GNG2
SCT;GNAS
IAPP;GNAS
CRH;GNAS
DPP4;GCG
VIP;GLP1R
GNAS;GLP1R
GLP1R;FSHB
GLP1R;ADCYAP1
DLD;GLS
DLD;GLUL
DLD;GLDC
TMEM109;FDXR
TMEM109;GFPT1
TMEM109;LGSN
TMEM109;GLUL
TMEM109;GATB
ATIC;GATB
ATIC;FTCD
GGT1;GLUL
GGT1;GLUD1
GGT1;GLS
GGT1;GGT5
GGT1;GGT7
GGT1;GCLM
GGT1;OPLAH
GGT1;GCLC
ALDH2;GLS
ALDH2;GLUL
ALDH2;GLUD1
ALDH2;CNDP2
ARG2;OAT
ASPA;GLS
ASPA;GLUD1
ASPA;GLUL
GATB;GLS
GATB;GLUD1
GATB;GFPT1
GATB;FDXR
GATB;LGSN
GATB;GLUL
GATB;ALDH18A1
GATB;EPRS1
CAD;CPS1
CAD;GLS
CAD;GFPT1
CAD;GLUL
GLUD1;FTCD
GLUD1;CNDP2
GLUD1;EARS2
GLUD1;GCLC
GLUD1;GCLM
GLUD1;EPRS1
GLUD1;GGT5
GLUD1;GGT7
GLUD1;OPLAH
GLUD1;ALDH7A1
GLUD1;ALDH9A1
GLUD1;GLDC
GLUD1;ALDH3A2
GLUD1;OAT
GLUD1;CPS1
GLUD1;ALDH18A1
GLUD1;GLS
GLUL;NDUFS8
GLUL;BEST2
GLUL;OPLAH
GLUL;FTCD
GLUL;CNDP2
GLUL;ALDH3A2
GLUL;ALDH9A1
GLUL;ALDH7A1
GLUL;GGT5
GLUL;GGT7
GLUL;GCLM
GLUL;GCLC
GLUL;EPRS1
GLUL;EARS2
GLUL;GCSH
GLUL;GLDC
GLUL;ALDH18A1
GLUL;GFPT1
GLUL;CPS1
GLUL;GLS
NDUFS8;LGSN
GLS;GCSH
GLS;EARS2
GLS;EPRS1
GLS;CNDP2
GLS;ALDH7A1
GLS;ALDH9A1
GLS;ALDH3A2
GLS;GGT7
GLS;FTCD
GLS;GGT5
GLS;OPLAH
GLS;GLDC
GLS;GCLC
GLS;GCLM
GLS;CPS1
GLS;GFPT1
GLS;ALDH18A1
GCSH;GLDC
CNDP2;ALDH7A1
CNDP2;ALDH9A1
CNDP2;ALDH3A2
GGT7;GCLM
GGT7;GCLC
GGT7;OPLAH
GGT7;GGT5
ARG1;OAT
OAT;ALDH18A1
GCLM;GGT5
GCLM;OPLAH
GCLM;GCLC
ALDH18A1;FDXR
GGT5;GCLC
GGT5;OPLAH
OPLAH;GCLC
CTDSP1;MBP
RAB9B;RAB9A
RAB22A;GDI1
RAB22A;RAB31
RAB10;GDI2
RAB10;GDI1
RAB7A;RAB7B
RAB6B;RAB6A
RAB6A;GDI1
RAB12;GDI1
GDI2;RAB31
GDI2;RAB9A
GDI1;RAB31
GDI1;RAB9A
PLCB2;GNAI3
GNAI2;GPSM1
ADGRG3;GNG2
ADGRG3;GNB1
RGS16;GNAI1
RGS10;GNAI3
GNAI3;GPSM1
DRD3;GNAI1
GPSM1;GNAI1
TAB1;GSK3B
ST13;HSPA8
CSNK2A1;PRNP
STUB1;DNAJB6
STUB1;UBE2N
RIPK2;HSP90B1
SGTA;HSPA8
NOD1;UBB
NR3C1;HSPA1L
AHR;ESR1
AHR;PTGES3
AHR;HSP90AA1
AHR;HSP90AB1
AHR;AIP
AHR;ARNT
HSPB1;EFTUD2
HSPB1;HSPA1A
FKBP6;HSPA2
GFAP;EEF1A1
DNAJB1;DNAJB4
DNAJB1;DNAJA2
DNAJB1;NUDC
DCTN3;HSP90AA1
DCTN3;PLK1
DCTN3;DYNLL1
DCTN3;ACTB
DCTN3;DYNC1H1
DCTN3;DYNC1I2
TLR2;HSPA2
TLR2;HSPA1L
TLR2;HSPA6
DNAJB6;HSPA1B
DNAJA3;HSPA9
CSNK2A2;PRNP
TEP1;HNRNPC
TEP1;PTGES3
TEP1;DKC1
TEP1;TERT
YWHAE;HDAC4
YWHAE;HSF1
HDAC4;YWHAQ
GRPEL1;HSPA9
NCOR1;ESR2
NCOR1;PGR
RPS27A;PINK1
TERF1;BRCA1
AIP;PTGES3
TOMM70;HSP90AA1
HSPA4L;HSPH1
HSPA4L;BAG1
HSPA4L;HSPA8
NPM1;HSPD1
PLK1;ACTR1A
PLK1;DCTN2
MAP2K1;MOS
HSPA4;DNAJB4
TERT;PTGES3
TERT;DKC1
HSPA6;MAPK8
MOS;HSP90AA1
MOS;HSP90AB1
DNAJA2;HSPA8
UBE2N;PRKN
RUVBL1;DKC1
CHORDC1;HSP90AB1
CHORDC1;HSP90AA1
H3C13;SP100
H3C13;UBC
HSP90AA1;ACTR1A
HSP90AA1;DNAJC7
HSP90AA1;FKBPL
HSP90AA1;HSPA1L
EEF1A1;HSF1
H3-5;SP100
SP100;H3-4
ESR2;PTGES3
DYNC1H1;ACTR1A
DYNC1H1;DCTN2
STIP1;HSPA1L
STIP1;PRNP
PCNT;DYNC1I2
EGLN1;PTGES3
EPRS1;GAPDH
DKC1;HNRNPC
DKC1;PTGES3
DKC1;RUVBL2
ACTR1A;DYNLL1
ACTR1A;ACTB
ACTR1A;DYNC1I2
DNAJB4;HSPA1L
DNAJB4;HSPA8
DNAJB4;HSPH1
TOMM34;DNAJC7
TTI1;RUVBL2
FKBPL;CDKN1A
HSPA1B;DNAJA1
HSPA1L;MAPK8
DNAJA1;DNAJA4
DYNLL1;DCTN2
HSPA2;MAPK8
DYNC1I2;DCTN2
HNRNPC;PTGES3
EVC;EVC2
EFCAB7;AKAP14
EFCAB7;IQCE
PSMA4;PSMG2
PSMA4;PSMA3
PSMA4;PSMD14
PSMA4;PSMA5
PSMA4;PSMD2
PSMA4;PSMA6
PSMA4;PSMA1
PSMA4;PSMA2
PSMA4;PSMD11
PSMA3;PSMG2
PSMA3;PSMA5
PSMA3;PSMD2
PSMA3;PSMA6
PSMA3;PSMA1
PSMA3;PSMA2
PSMA3;PSMA7
PPP2CB;PPP4C
PPP2CB;IGBP1
PSMA2;PSMG1
PSMA2;PSMG2
PSMA2;PSMA6
PSMA2;PSMD11
PSMA2;PSMA7
PSMA2;PSMA1
MKKS;TCP1
MKKS;CCT4
MKKS;CCT3
MKKS;CCT8
MKKS;CCT5
MKKS;CCT2
CCT7;IGBP1
CCT7;PPP4C
CCT7;PFDN6
CCT7;PFDN4
CCT7;PFDN5
CCT7;PDCL3
CCT7;STRN4
CCT7;MOB4
CCT7;STRN3
CCT7;STK24
PSMA6;PSMG2
PSMA6;PSMD2
PSMA6;PSMD14
PSMA6;PSMA5
PSMA6;PSMA1
PSMA6;PSMD11
PSMA6;PSMA7
PSMD11;PSMA7
PSMD11;PSMA1
PSMD11;PSMA5
PSMD11;PSMD2
PDCL3;ACTG1
PDCL3;CCT5
PDCL3;CCT2
PDCL3;TCP1
PDCL3;CCT6A
PDCL3;CCT8
PDCL3;CCT3
PDCL3;CCT4
PSMA5;PSMG1
PSMA5;PSMG2
PSMA5;PSMD14
PSMA5;PSMA7
PSMA5;PSMA1
CCT6A;IGBP1
CCT6A;PPP4C
CCT6A;PFDN4
CCT6A;PFDN6
CCT6A;PFDN2
CCT6A;PFDN5
PPP4C;CCT2
PPP4C;CCT4
PPP4C;CCT8
