Prot_A;Prot_B
PPP4C;CCT3
PPP4C;TCP1
PPP4C;CCT5
PPP4C;IGBP1
CCT5;PFDN6
CCT5;PFDN4
CCT5;PFDN5
CCT8;PFDN4
CCT8;PFDN5
CCT8;PFDN6
CCT3;PFDN4
CCT3;PFDN6
CCT3;PFDN5
CCT2;IGBP1
CCT2;PFDN6
CCT2;PFDN4
CCT2;PFDN5
PSMD2;PSMA7
PSMD2;PSMD14
PSMD2;PSMA1
TCP1;PFDN4
TCP1;PFDN6
TCP1;PFDN5
WRAP53;PTGES3
PSMG2;PSMA7
PSMG2;PSMA1
PSMG1;PSMA7
PSMG1;PSMA1
TUBB;RPL9
TUBB;RPL7A
TUBB;RPL12
TUBB;RPL6
TUBB;RPL27
TUBB;RPL3
TUBB;RPLP0
EEF1A1;RAN
STRN3;CCT4
PFDN2;PFDN5
PFDN2;PFDN4
PFDN2;PFDN6
PSMA7;PSMD14
PSMA7;PSMA1
PFDN4;CCT4
PFDN4;PFDN6
PFDN4;PFDN5
IGBP1;PPP2CA
STK24;CCT4
STRN4;CCT4
CCT4;PFDN6
CCT4;PFDN5
PFDN6;PFDN5
PSMD14;PSMA1
CCDC47;RPL27
CCDC47;RPL6
CCDC47;RPL3
CCDC47;RPL5
GNB5;CCT5
CCT5;TRAF3IP3
CCT5;RGS7
CCT8;TRAF3IP3
CCT3;TRAF3IP3
TCP1;TRAF3IP3
TUBB;RPL5
SCTR;GNG2
SCTR;GNB1
SCTR;GNAS
SCTR;SCT
GNA11;ADRA2A
GNA11;HTR2C
GNA11;BDKRB1
GNA11;HTR2A
GNA11;HTR2B
GNA11;BDKRB2
GNA11;PTH1R
BDKRB1;GNG2
BDKRB1;GNB1
BDKRB1;BDKRB2
BDKRB1;GNAQ
RASD1;GNAI2
RASD1;GNAI3
RASD1;GNAI1
GNB4;ADGRG2
GNB4;MC4R
GNB4;GPBAR1
GNB4;FAU
GNB4;UCN
GNB4;HTR7
GNB4;PREX1
OPRD1;GNG2
OPRD1;GNB1
OPRD1;GNAI3
OPRD1;GNAI2
OPRD1;POMC
OPRD1;OPRM1
OPRD1;GNAI1
IAPP;CALCA
IAPP;CALCRL
IAPP;ADM
IAPP;CALCB
IAPP;RAMP2
IAPP;RAMP3
IAPP;RAMP1
IAPP;CALCR
RAMP3;GNB1
RAMP3;GNG2
RAMP3;CALCA
RAMP3;CALCB
RAMP3;ADM2
RAMP3;ADM
PTGER2;ADCYAP1
PTGER2;POMC
PTGER2;GCG
SMO;GRK2
RAMP2;GNB1
RAMP2;GNG2
RAMP2;CALCB
RAMP2;CALCA
RAMP2;ADM
RAMP1;GNG2
RAMP1;GNB1
RAMP1;ADM
RAMP1;CALCA
RAMP1;CALCB
NMUR2;GNG2
NMUR2;NMUR1
NMUR2;GNB1
NMUR2;NMU
RRAS2;PIK3CG
HTR2B;GNAS
HTR2B;GNAQ
GABBR2;GNB1
GABBR2;GNG2
GABBR2;KCNJ6
PLCB2;RAC3
PLCB2;GNA15
GNB5;FAU
GNB5;HTR7
GNB5;PREX1
VIPR2;GNG2
VIPR2;GNB1
VIPR2;VIPR1
VIPR2;GNAS
VIPR2;ADCYAP1
GNA15;BDKRB2
GNA15;PLCB4
GNA15;PLCB3
NMU;NMUR1
HTR2C;GNB1
HTR2C;GNAS
HTR2C;GNAQ
FZD7;GNG2
FZD7;GNB1
FZD7;GNAS
FZD7;GNAQ
GNAQ;ADORA2A
GNAQ;TSHR
GNAQ;GCGR
GNAQ;BDKRB2
GNAQ;HTR2A
GNAQ;HRH1
HTR5A;GNG2
HTR5A;GNB1
HTR5A;GNAI1
HTR6;GNG2
HTR6;GNB1
HTR6;GCG
HTR6;ADCYAP1
HTR6;POMC
HTR6;HTR7
HTR6;GNAS
LHCGR;GNG2
LHCGR;GNB1
LHCGR;ADCYAP1
LHCGR;GCG
LHCGR;POMC
LHCGR;GNAS
MC4R;GNAS
TACR1;GNG2
TACR1;GNAS
TACR1;GNB1
GNB2;FAU
GNB2;HTR7
GNB2;PREX1
NMUR1;GNG2
NMUR1;GNB1
HTR1E;GNG2
HTR1E;GNAI1
HTR1E;GNB1
GRK2;OPRM1
GNAI2;BDKRB2
GNAI2;PTH1R
GNAI2;PTGER3
GNAI2;S1PR2
GNAI2;OPRM1
GNAI2;S1PR3
GNAI2;CRHR1
GNAI2;ADORA1
GPR88;GNG2
GPR88;GNAI1
GPR88;GNB1
HTR1A;GNAI1
HTR1F;GNG2
HTR1F;GNAI1
HTR1F;GNB1
VIPR1;GNG2
VIPR1;GNB1
VIPR1;GNAS
VIPR1;ADCYAP1
CALCA;GNG2
CALCA;GNB1
CALCA;GNAS
CALCA;CALCB
CALCA;ADM
CALCA;CALCRL
CALCA;CALCR
GNG2;ADM2
GNG2;TSHR
GNG2;CGA
GNG2;CALCB
GNG2;HRH1
GNG2;TRPM3
GNG2;MC1R
GNG2;HCRTR2
GNG2;ADGRD1
GNG2;CALCRL
GNG2;ADORA2A
GNG2;BDKRB2
GNG2;GCGR
GNG2;ADCYAP1R1
GNG2;CALCR
GNG2;HTR1D
GNG2;HTR7
HTR7;GNG7
HTR7;GNG5
HTR7;GNB1
HTR7;GNAS
PTGER3;GNAI3
PTGER3;GNAS
PTGER3;GNAI1
CALCR;GNB1
CALCR;CALCB
CALCR;ADM
ADORA1;GNAI3
ADORA1;GNAI1
GPR52;GNAS
GNAI3;S1PR2
GNAI3;BDKRB2
GNAI3;PTH1R
GNAI3;OPRM1
GNAI3;S1PR3
GNAI3;PLCB3
GNAI3;CRHR1
GNAI3;PLCB4
GNG5;PREX1
GNG5;GNAS
GNAS;ADGRG2
GNAS;CALCB
GNAS;ADM2
GNAS;CGA
GNAS;FPR1
GNAS;HCRTR2
GNAS;MC1R
GNAS;HTR2A
GNAS;GPBAR1
GNAS;ADCYAP1R1
GNAS;GCGR
GNAS;PTH1R
GNAS;CRHR1
GNAS;TSHR
PREX1;GNG7
HTR1D;GNAI1
HTR1D;GNB1
S1PR3;GNAI1
GABBR1;KCNJ6
TRPM3;GNB1
GNB1;ADGRG2
GNB1;GPBAR1
GNB1;ADM2
GNB1;CALCB
GNB1;CGA
GNB1;TSHR
GNB1;HRH1
GNB1;MC1R
GNB1;CALCRL
GNB1;ADGRD1
GNB1;HCRTR2
GNB1;BDKRB2
GNB1;ADCYAP1R1
GNB1;GCGR
CALCRL;ADM
CALCRL;ADM2
CALCRL;CALCB
CRHR1;GNAI1
GCGR;GNAI1
GCGR;GCG
POMC;TSHR
POMC;MC1R
GCG;TSHR
PTH1R;GNAI1
CALCB;ADM
TSHR;ADCYAP1
TSHR;CGA
BDKRB2;GNAI1
ADCYAP1;ADORA2A
ADCYAP1;ADCYAP1R1
PPY;GNAI1
FPR2;GNAI1
FPR2;FPR1
HCRTR2;GNAI1
S1PR2;GNAI1
DLD;PDHA2
PYGB;PGM2
BCKDHA;RPIA
BCKDHA;TALDO1
BCKDHA;GPI
BCKDHA;LDHAL6A
BCKDHA;LDHAL6B
BCKDHA;LDHC
BCKDHA;LDHA
PGD;RPE
PGD;RPIA
PGD;H6PD
LDHAL6A;BCKDHB
RPIA;BCKDHB
RPIA;PDHB
RPIA;PGM2
RPIA;TKT
RPIA;TALDO1
RPIA;RPE
LDHAL6B;BCKDHB
BCKDHB;TALDO1
BCKDHB;GPI
BCKDHB;LDHC
BCKDHB;LDHA
TALDO1;GNE
UGP2;PGM2
UGP2;GALE
RPE;TKT
PGM1;GPI
G6PD;GNE
PGM5;GPI
GNE;H6PD
GNE;GPI
GPI;IMPA1
AFTPH;NECAP2
AFTPH;SGIP1
AFTPH;BAIAP2L2
AFTPH;PICALM
AFTPH;AP2A2
AFTPH;AP4B1
AFTPH;KCNQ5
AFTPH;AP4E1
AFTPH;AP2A1
AFTPH;AP2M1
AFTPH;AP2B1
AFTPH;CLTC
HIP1R;HIP1
AP4E1;SGIP1
AP4E1;AP2A2
AP4E1;AP2A1
AP4E1;AP2B1
AP4E1;AP2M1
EHD2;AP2A2
EHD2;AP2B1
EHD2;AP2A1
EHD2;CLTCL1
EHD2;CLTC
PIK3C2A;PICALM
GGA2;GGA3
GGA2;GGA1
AP1G2;AP1G1
AP2A2;BAIAP2L2
AP2A2;HIP1
AP2A2;KCNQ5
AP2A2;AP4B1
AP2A2;HTT
HIP1;AP2B1
HIP1;AP2A1
HIP1;CLTCL1
HIP1;CLTC
KCNQ5;PICALM
KCNQ5;NECAP2
KCNQ5;SGIP1
KCNQ5;BAIAP2L2
KCNQ5;AP2A1
KCNQ5;AP2B1
KCNQ5;AP2M1
KCNQ5;CLTC
HTT;CLTCL1
HTT;AP2A1
HTT;CLTC
HTT;AP2B1
AP2A1;BAIAP2L2
AP2A1;AP4B1
AP4B1;SGIP1
AP4B1;AP2B1
AP4B1;AP2M1
MYO6;TOM1
SGIP1;BAIAP2L2
STAMBPL1;CLINT1
STAMBPL1;CLTC
BAIAP2L2;CLTC
BAIAP2L2;NECAP2
BAIAP2L2;AP2B1
BAIAP2L2;AP2M1
BAIAP2L2;PICALM
TOM1;CLTC
TOM1L1;CLTC
TPM4;TPM3
MIB1;PCM1
DERL2;DERL3
DERL2;DERL1
DERL2;ERLEC1
DERL2;AMFR
ERLEC1;AMFR
ERLEC1;DERL3
ERLEC1;DERL1
ERLEC1;SYVN1
ERLEC1;SEL1L
TRAP1;CYCS
DNAJB1;DNAJB5
DNAJB1;DNAJC3
DERL1;FAF2
DERL1;SOD1
DERL1;DERL3
DERL1;HSPA5
DERL1;OS9
FAF2;AMFR
AMFR;HERPUD1
AMFR;DERL3
AMFR;OS9
PDIA3;TAPBP
HSPA4;DNAJB2
OS9;SERPINH1
OS9;DERL3
HSPA5;FICD
DNAJB12;HSPA8
TXNDC5;ERO1A
DNAJB5;HSPH1
HLA-F;PDIA3
HLA-F;CALR
HLA-F;TAPBP
PDIA3;HLA-G
PDIA3;HLA-E
PDIA3;TAP2
PDIA3;HLA-C
PDIA3;HLA-B
PDIA3;TAP1
PDIA3;HLA-A
CALR;HLA-G
CALR;TAP2
CALR;HLA-C
CALR;HLA-E
CALR;TAP1
CALR;HLA-B
CALR;HLA-A
TAP1;TAPBP
TAP1;TAP2
TAP2;B2M
TAP2;HLA-A
TAP2;TAPBP
HLA-C;TAPBP
HLA-E;TAPBP
HLA-G;TAPBP
HLA-A;TAPBP
HLA-B;TAPBP
TAPBP;B2M
PCK2;GLUD1
PCK2;ENO1
LAP3;GOT2
LAP3;GOT1
LAP3;GCLC
LAP3;GCLM
LAP3;GGCT
LAP3;ANPEP
GOT2;NUP85
GOT2;GGCT
GOT2;NUP133
GOT2;GCLC
GOT2;GCLM
GOT2;CSAD
GOT2;SDHD
GOT2;NUP214
GOT2;NAGS
CSAD;GOT1
GGCT;GOT1
GGCT;ANPEP
GGCT;GCLM
GGCT;GCLC
GLUD1;PCK1
GLUD1;NAGS
NAGS;GOT1
NAGS;GPT2
NAGS;GPT
ANPEP;GOT1
ANPEP;GCLM
ANPEP;GCLC
PCK1;ENO1
GPT2;SDHD
FH;SDHD
GCLM;GOT1
GOT1;SDHD
GOT1;GCLC
SDHD;GPT
MRPS10;PEBP1
MRPS35;PEBP1
MRPL32;PEBP1
MRPL27;PEBP1
MRPL34;PEBP1
MRPS9;PEBP1
PEBP1;MRPL47
PEBP1;MRPL33
PEBP1;MRPS6
PEBP1;MRPS11
PEBP1;MRPL23
PEBP1;MRPS12
PEBP1;MRPL43
PEBP1;MRPS14
PEBP1;MRPL22
PEBP1;MRPL41
PEBP1;MRPL17
PEBP1;MRPL49
PEBP1;MRPS16
PEBP1;MRPL36
PEBP1;MRPS15
PEBP1;MRPS5
PEBP1;MRPL16
PEBP1;MRPL46
PEBP1;DAP3
PEBP1;MRPL19
PEBP1;MRPL40
PRDX1;SRXN1
TALDO1;NFE2L2
PARK7;SOD2
PARK7;NFE2L2
SRXN1;NFE2L2
ATP5F1B;ATP5IF1
ATP5F1B;ATP5PD
ATP5F1B;ATP5PF
ATP5F1B;ATP5PB
ATP5PO;CDCA8
ATP5PD;CDCA8
ATP5PD;ATP5IF1
ATP5PD;ATP5F1A
CYC1;ATP5F1A
ATP6V0C;ATP5PF
ATP5IF1;ATP5PF
ATP5IF1;ATP5PB
ATP5IF1;ATP5F1A
ATP5IF1;ATP5F1C
ATP5F1C;CDCA8
ATP5PB;CDCA8
ATP5PB;ATP5F1A
CDCA8;ATP5PF
CDCA8;ATP5F1A
ATP5F1A;ATP5PF
DLD;PDK2
DLD;DHTKD1
PCK2;MMUT
PCK2;PDHA2
PCK2;ACSS2
PCK2;ACSS1
PCK2;PDHB
PCK2;DLAT
PDHX;PDK2
PDHX;PDHA2
ACSS2;PDHA2
ACSS2;SUCLA2
ACSS2;PDHB
ACSS2;PCK1
ACSS2;DLAT
ACSS2;CS
MLYCD;DLAT
DHTKD1;RNF8
DHTKD1;DLST
ACAT1;DLST
ACAT1;SUCLA2
ACAT1;ACLY
ACAT1;DLAT
ACAT1;HMGCLL1
ACAT1;CS
MMUT;DLST
MMUT;DLAT
MMUT;PCK1
MMUT;ACLY
MMUT;CS
MMUT;SUCLA2
DLAT;HMGCLL1
DLAT;HMGCL
DLAT;FASN
DLAT;PCK1
DLAT;ACAA1
DLAT;ACAA2
DLAT;ACACB
DLAT;ACACA
DLAT;ACSS1
DLAT;PDK2
DLAT;PDHA2
ACAA2;DLST
ACAA2;SUCLA2
ACAA2;ACLY
ACAA2;HMGCLL1
ACAA2;CS
PDHA2;PCK1
PDHA2;ACSS1
FASN;NDUFAB1
FASN;CS
PDHB;STAT5A
PDHB;ACSS1
PDHB;PCK1
PDHB;PDK2
ACSS1;SUCLA2
ACSS1;PCK1
ACSS1;CS
GCSH;NDUFAB1
HADHB;HMGCLL1
ACAA1;DLST
ACAA1;SUCLA2
ACAA1;ACLY
ACAA1;CS
ACAA1;HMGCLL1
DLST;HMGCLL1
DLST;HMGCL
ACACB;SUCLA2
ACACB;CS
ACACB;ACLY
STAT5A;PDHA1
CS;HMGCLL1
CS;HMGCL
CS;ACACA
HMGCL;SUCLA2
HMGCL;ACLY
PDHA1;PDK2
HMGCLL1;SUCLA2
HMGCLL1;ACLY
ACACA;SUCLA2
PCK2;PKM
PCK2;PKLR
PCK2;ENO2
PCK1;PKM
PCK1;ENO2
PCK1;PKLR
PGAM2;PHGDH
TYMS;MTHFD1
TYMS;SHMT1
TYMS;SHMT2
SHMT1;MTHFD1
SHMT2;MTHFD1
PGAM1;PHGDH
PSAT1;PHGDH
PGAM4;PHGDH
FAU;IQCE
HSF2BP;BRCA2
GFAP;INA
INA;VIM
ACO2;SOD2
RPL19;TUBB
TP53;G6PD
MMUT;MDH2
CAMP;JUN
HPRT1;ATP5F1A
RPL13;TUBB
RPL4;TUBB
SHMT1;CBS
SHMT2;CBS
TUBB;RPL13A
SYNCRIP;GAPDH
BIRC2;UBB
PLCB2;PRKG1
PLCB2;GPRC6A
PLCB2;CASR
GNAQ;P2RY1
GPRC6A;PLCB1
GPRC6A;PLCB4
GPRC6A;PLCB3
GPRC6A;CASR
PLCB1;PRKG1
PRKG1;PLCB4
PRKG1;PLCB3
PLCB4;CASR
CASR;PLCB3
TIGAR;TP53
GUCY2F;GCH1
GUCY2F;PKM
GUCY2F;PKLR
GUCY2D;GCH1
GUCY2D;PKLR
GUCY2D;PKM
LDHAL6A;LDHD
LDHAL6A;ME1
PDHA2;ME1
PDHA2;LDHD
GUCY1A1;GCH1
GUCY1A1;PKM
GUCY1A1;PKLR
LDHD;ME1
LDHD;PDHB
LDHD;PKLR
LDHD;PKM
LDHD;LDHA
LDHD;LDHC
LDHD;LDHAL6B
LDHAL6B;ME1
PDHB;ME1
CANT1;ENTPD4
CANT1;ENTPD1
CANT1;ENTPD5
PKM;ENTPD6
PKM;ENTPD4
PKM;NPR2
PKM;NPR1
PKM;GUCY1B1
PKM;ENTPD5
PKM;ME1
MDH2;ME1
ENTPD5;PKLR
ENTPD5;ENTPD6
ENTPD5;RRM2
ENTPD5;ENPP1
ENTPD5;ENPP3
ENTPD5;ENTPD4
ENTPD5;ENTPD1
PKLR;ENTPD4
PKLR;ENTPD6
PKLR;NPR2
PKLR;NPR1
PKLR;GUCY1B1
PKLR;ME1
NPR2;GCH1
ENTPD4;ENPP1
ENTPD4;RRM2
ENTPD4;ENPP3
ENTPD4;ENTPD1
ENTPD4;ENTPD6
RRM2;ENTPD6
FH;ME1
ADCY10;GCH1
NPR1;GCH1
ME1;LDHC
ME1;LDHA
ENTPD1;GCH1
ENTPD1;AK3
ENTPD1;ENPP3
ENTPD1;ENTPD6
ENTPD1;ENPP1
RPS6;KDM8
GUCY1B1;GCH1
MTX2;CHCHD6
TOMM70;CHCHD6
CHCHD6;TOMM5
CHCHD6;HSPA9
CHCHD6;MFN1
CHCHD6;TOMM40
CHCHD6;MTX3
CHCHD6;DNAJC11
CHCHD6;MTX1
CHCHD6;SAMM50
CHCHD6;CHCHD10
CHCHD6;MICOS10
CHCHD6;MICOS13
CHCHD6;IMMT
CHCHD6;APOOL
CHCHD6;CHCHD3
CHCHD6;APOO
HSPA9;TMEM11
TMEM11;DNAJC11
MICOS10;CHCHD10
APOOL;CHCHD10
APOO;CHCHD10
CHCHD10;MICOS13
CHCHD10;IMMT
CHCHD10;CHCHD3
DLD;SHMT1
DLD;SHMT2
RPIA;RBM45
RBM45;H6PD
NFE2L2;TKT
RGS2;ADCY3
RGS2;GNAI3
GNB5;GPR158
RGS7;GPR158
RGS1;GNAI1
MOBP;MECP2
NEFM;GAN
INA;GAN
VIM;GAN
HSPB1;PABPC1
HSPB1;EIF4G1
CHL1;HSPA8
PLIN2;HSPA8
ALOX15;HSPA8
HSPA6;MAPK9
PABPC1;HSPA1A
TUBB;UBA52
DNAJB12;HSPA2
DHX9;RPL6
HSPA1B;MAPK9
HSPA1A;EIF4G1
HSPA1L;MAPK9
HSPA2;DNAJB14
HSPA2;MAPK9
MAPK9;HSPA8
DNAJB14;HSPA8
SRRT;PQBP1
WDR90;TAGLN3
BNIP1;NBAS
STX6;NBAS
NBAS;VTI1B
NBAS;STX12
NBAS;SEC22B
NBAS;NAPG
NBAS;STX18
ZW10;SEC22B
ZW10;BNIP1
ZW10;STX18
ZW10;NBAS
ZW10;RINT1
BNIP1;RINT1
RINT1;SCFD1
RINT1;SEC22B
RINT1;STX18
RINT1;NBAS
STX6;VPS45
NAPA;VPS45
STX16;VPS45
VTI1A;VPS45
PSMA4;PSME3
PSMA4;UBA52
PSMA4;UBB
PSMA4;RPS27A
PSMA4;PSMF1
PSMA4;PSME4
PSMA4;USP14
PSMA4;PSMD13
PSMA4;PSMD3
PSMA4;PSMD8
PSMA4;PSMC1
PSMA4;PSMD1
PSMA4;PSMB2
PSMA4;PSMD7
PSMA4;PSMD12
PSMA4;PSMB6
PSMA4;PSMB4
PSMA4;PSMD6
PSMA4;PSMD4
PSMA4;PSMC2
PSMA4;PSMC4
PSMA4;PSMC5
PSMC4;PSMB6
PSMC4;PSMA7
PSMC4;PSMB2
PSMC4;PSMD1
PSMC4;PSMD8
PSMC4;PSMD12
PSMC4;PSMD13
PSMC4;PSMA6
PSMC4;PSMD7
PSMC4;PSMD2
PSMC4;PSMA5
PSMC4;PSMD6
PSMC4;PSMB4
PSMC4;PSMA1
PSMC4;PSMC5
PSMC4;PSMC2
PSMC4;USP14
PSMC4;PSMA2
PSMC4;PSMD3
DERL2;NPLOC4
DERL2;UFD1
DERL2;SELENOS
PSMD8;UBA52
PSMD8;UBC
PSMD8;UBB
PSMD8;RPS27A
PSMD8;PSMA7
PSMD8;PSMA6
PSMD8;PSMA5
PSMD8;USP14
PSMD8;PSMC1
PSMD8;PSMD14
PSMD8;PSMD1
PSMD8;PSMB2
PSMD8;PSMA3
PSMD8;PSMD7
PSMD8;PSMD13
PSMD8;PSMD12
PSMD8;PSMD2
PSMD8;PSMB4
PSMD8;PSMD6
PSMD8;PSMA1
PSMD8;PSMB6
PSMD8;PSMC3
PSMD8;PSMC5
PSMD8;PSMD11
PSMD8;PSMD3
PSMD8;PSMA2
PSMD8;PSMD4
PSMD8;PSMC2
PSMA3;UBA52
PSMA3;PSMF1
PSMA3;RPS27A
PSMA3;USP14
PSMA3;PSME4
PSMA3;PSMD13
PSMA3;PSMD3
PSMA3;PSMC5
PSMA3;PSMD1
PSMA3;PSMB2
PSMA3;PSMD7
PSMA3;PSMD12
PSMA3;PSMB6
PSMA3;PSMB4
PSMA3;PSMD6
PSMA3;PSMC2
NFKBIA;BTRC
UBOX5;YOD1
UBOX5;UFD1
PSMD7;PSMB6
PSMD7;PSMA7
PSMD7;PSMA6
PSMD7;PSMA1
PSMD7;PSMB4
PSMD7;PSMD4
PSMD7;PSMC2
PSMD7;PSMD3
PSMD7;PSMD11
PSMD7;PSMC3
PSMD7;PSMC5
PSMD7;PSMB2
PSMD7;PSMD1
PSMD7;PSMC1
PSMD7;PSMD2
PSMD7;PSMA5
PSMD7;PSMD12
PSMD7;PSMD13
PSMA2;PSMF1
PSMA2;PSME4
PSMA2;PSMD12
PSMA2;PSMD13
PSMA2;PSMD1
PSMA2;PSMC1
PSMA2;PSMB2
PSMA2;PSMC3
PSMA2;PSMD4
PSMA2;PSMC2
PSMA2;PSMD3
PSMA2;PSMD6
PSMA2;PSMB4
PSMA2;PSMB6
DERL1;PSMC1
DERL1;RAD23B
DERL1;UBXN2B
DERL1;NGLY1
DERL1;NSFL1C
DERL1;UBXN1
DERL1;NPLOC4
DERL1;UFD1
PSMC1;AMFR
PSMC1;SEM1
PSMC1;UBXN1
PSMC1;NGLY1
PSMC1;RAD23B
PSMC1;RPS27A
PSMC1;UBA52
PSMC1;PSMD1
PSMC1;PSMB2
PSMC1;PSMD12
PSMC1;PSMD13
PSMC1;PSMA6
PSMC1;PSMA5
PSMC1;PSMD2
PSMC1;PSMD6
PSMC1;PSMB4
PSMC1;PSMA1
PSMC1;PSMB6
PSMC1;PSMC5
PSMC1;PSMC2
PSMC1;PSMA7
PSMC1;PSMD3
PSMC1;USP14
PSMA6;UBA52
PSMA6;UBB
PSMA6;PSMF1
PSMA6;UBC
PSMA6;RPS27A
PSMA6;PSME4
PSMA6;USP14
PSMA6;PSMD3
PSMA6;PSMD13
PSMA6;PSMB2
PSMA6;PSMD1
PSMA6;PSMD12
PSMA6;PSMD6
PSMA6;PSMB4
PSMA6;PSMB6
PSMA6;PSMC3
PSMA6;PSMC5
PSMA6;PSMD4
PSMA6;PSMC2
USP14;PSMB4
USP14;PSMB6
USP14;PSMA7
USP14;PSMA5
USP14;PSMB2
USP14;PSMA1
USP14;PSMD1
USP14;PSMD12
USP14;PSMD13
USP14;PSMD2
USP14;PSMD6
USP14;PSMC5
USP14;PSMC3
USP14;PSMD11
USP14;PSMC2
USP14;PSMD4
USP14;PSMD3
PSMD11;UBA52
PSMD11;RPS27A
PSMD11;PSMB6
PSMD11;SEM1
PSMD11;PSMD1
PSMD11;PSMB2
PSMD11;PSMD13
PSMD11;PSMD12
PSMD11;PSMB4
PSMD11;PSMD6
PSMD11;PSMD3
PSMD11;PSMC2
PSMD11;PSMC5
FAF2;FAF1
FAF2;PLAA
FAF2;ERLIN2
FAF2;UBL4A
FAF2;BAG6
FAF2;NPLOC4
FAF2;UFD1
FAF2;UBXN1
UFD1;UBL4A
UFD1;UBXN8
UFD1;RPS27A
UFD1;UBB
UFD1;DERL3
UFD1;UBXN1
UFD1;UBC
UFD1;UBE4B
UFD1;YOD1
UFD1;PLAA
UFD1;UBXN10
UFD1;NSFL1C
UFD1;VCPIP1
UFD1;VCP
UFD1;NPLOC4
UFD1;FAF1
PSMD3;UBA52
PSMD3;RPS27A
PSMD3;UBB
PSMD3;UBC
PSMD3;PSMB6
PSMD3;PSMA7
PSMD3;PSMA1
PSMD3;PSMB4
PSMD3;PSMB2
PSMD3;PSMD6
PSMD3;PSMD4
PSMD3;PSMC2
PSMD3;PSMC3
PSMD3;PSMC5
PSMD3;SEM1
PSMD3;PSMD1
PSMD3;PSMD14
PSMD3;PSMD2
PSMD3;PSMA5
PSMD3;PSMD12
PSMD3;PSMD13
PSMB6;PSMF1
PSMB6;UBA52
PSMB6;UBC
PSMB6;UBB
PSMB6;RPS27A
PSMB6;PSME4
PSMB6;PSMC5
PSMB6;PSMD6
PSMB6;PSMD2
PSMB6;PSMD12
PSMB6;PSMD1
PSMB6;PSMC2
PSMB6;PSMC3
PSMB6;PSMD13
PSMB6;PSMA7
PSMB6;PSMD4
PSMB6;PSMA1
PSMB6;PSMB4
PSMB6;PSMA5
PSMB6;PSMB2
PSMB6;PSMD14
PSMA5;PSME3
PSMA5;UBB
PSMA5;UBC
PSMA5;PSMF1
PSMA5;PSME4
PSMA5;PSMD12
PSMA5;PSMD13
PSMA5;PSMD1
PSMA5;PSMB2
PSMA5;PSMC2
PSMA5;PSMD4
PSMA5;PSMC3
PSMA5;PSMD6
PSMA5;PSMB4
RPS27A;ZFAND2B
RPS27A;PSMA7
RPS27A;PSMD6
RPS27A;PSMD13
RPS27A;PSMB4
RPS27A;PSMB2
RPS27A;PSMA1
RPS27A;AMFR
RPS27A;PSMD12
RPS27A;PSMC3
RPS27A;PSMD1
RPS27A;PSMC2
RPS27A;YOD1
RPS27A;NPLOC4
RPS27A;UBA1
NGLY1;UBXN1
NGLY1;AMFR
NGLY1;RAD23A
NGLY1;VCP
NGLY1;RAD23B
HMGCR;AMFR
HMGCR;INSIG1
ZFAND2B;PSMC5
ZFAND2B;PSMD6
ZFAND2B;UBA52
ZFAND2B;UBB
ZFAND2B;UBC
PSMB4;PSME3
PSMB4;UBA52
PSMB4;UBC
PSMB4;UBB
PSMB4;PSMF1
PSMB4;PSME4
PSMB4;PSMC5
PSMB4;PSMC3
PSMB4;PSMD2
PSMB4;PSMD1
PSMB4;PSMA7
PSMB4;PSMC2
PSMB4;PSMD4
PSMB4;PSMA1
PSMB4;PSMD6
PSMB4;PSMD12
PSMB4;PSMD13
PSMB4;PSMD14
PSMB4;PSMB2
AMFR;BAG6
AMFR;ERLIN1
AMFR;RAD23B
AMFR;UBXN1
AMFR;UBA52
AMFR;UBB
AMFR;ERLIN2
AMFR;UBC
AMFR;INSIG1
PSME3;PSMA7
PSME3;PSMD14
UBXN1;PLAA
UBXN1;RAD23B
UBXN1;UBC
UBXN1;NPLOC4
UBXN1;SVIP
UBXN1;UBXN8
UBXN1;UBXN2A
UBXN1;NSFL1C
UBXN1;UBXN6
UBXN1;BAG6
UBXN1;VCP
UBXN1;FAF1
SPRTN;VCP
NEMF;UBA52
NEMF;LTN1
UBXN6;VCPKMT
UBXN6;SVIP
UBXN6;UBXN8
UBXN6;UBXN2A
UBXN6;FAF1
UBXN6;UBXN10
UBXN6;VCP
UBXN6;NSFL1C
VCPIP1;UBXN2A
VCPIP1;UBXN2B
VCPIP1;NPLOC4
VCPIP1;NSFL1C
VCPIP1;VCP
PSMD1;RAD23A
PSMD1;SEM1
PSMD1;UBA52
PSMD1;UBB
PSMD1;UBC
PSMD1;PSMA7
PSMD1;PSMA1
PSMD1;PSMD6
PSMD1;PSMC2
PSMD1;PSMD4
PSMD1;PSMC5
PSMD1;PSMC3
PSMD1;PSMD14
PSMD1;PSMB2
PSMD1;PSMD2
PSMD1;PSMD12
PSMD1;PSMD13
PSMD2;SEM1
PSMD2;RAD23A
PSMD2;RAD23B
PSMD2;UBB
PSMD2;UBC
PSMD2;PSMD12
PSMD2;PSMD13
PSMD2;PSMB2
PSMD2;PSMD4
PSMD2;PSMC2
PSMD2;PSMC3
PSMD2;PSMD6
PSMC5;RAD23B
PSMC5;RAD23A
PSMC5;UBB
PSMC5;PSMA7
PSMC5;PSMA1
PSMC5;PSMC3
PSMC5;PSMD4
PSMC5;PSMC2
